price per room,avg_rating,#cafes,#pubs
1761,4,4,0
1761,4.125,1,2
1761,4,0,0
1762,4.025,1,0
1764,4.075,4,0
1766,4.15,5,1
1766,3.975,4,1
1767,4.05,5,0
1768,4.15,5,0
1771,3.975,3,0
1772,4.05,1,0
1775,4.2,6,1
1775,4.05,4,2
1775,4.075,5,2
1775,4,1,0
1776,3.975,5,0
1776,3.95,1,2
1776,4.05,3,1
1776,4.05,3,1
1776,4.05,3,1
1776,4.025,1,0
1776,4.1,4,1
1776,4.025,1,0
1776,4,4,0
1779,4.1,0,0
1780,3.975,3,0
1780,4.025,2,2
1780,3.975,3,2
1782,4.175,6,0
1783,4.125,1,2
1785,4,5,1
1785,4,5,1
1785,3.975,3,0
1785,3.95,4,2
1785,4.1,1,2
1787,4.05,0,0
1790,3.975,1,2
1791,4.075,5,1
1794,4.05,0,0
1795,4.125,7,1
1795,4.025,3,0
1795,4.025,2,2
1795,4.025,2,2
1795,4.1,0,0
1795,4.025,2,2
1795,4.025,2,2
1795,3.975,1,0
1795,4.05,2,0
1795,3.875,3,2
1795,3.95,4,1
1795,4.1,6,0
1795,3.95,0,0
1796,4.025,4,0
1797,4.125,3,1
1797,4.05,4,2
1797,4.1,0,0
1798,4,4,0
1798,3.925,4,3
1798,3.975,3,0
1799,3.95,3,3
1800,4.075,5,1
1800,4.05,1,2
1800,4,5,1
1800,4.025,4,0
1800,4.075,5,1
1800,4.15,6,0
1800,4.025,3,0
1800,4.125,3,1
1800,4.075,3,1
1800,4.05,4,0
1800,4.1,1,2
1800,4.025,1,1
1800,4.075,0,0
1800,4.1,1,2
1800,4.05,0,0
1800,3.975,1,0
1800,3.95,2,0
1800,4.025,3,0
1800,3.975,0,0
1801,4.05,0,0
1802,4.05,4,0
1802,4.1,4,0
1802,4.1,0,0
1802,4.025,2,2
1805,4.075,1,2
1806,4.075,0,0
1810,4.05,1,0
1810,3.975,0,0
1810,3.95,3,3
1813,4.05,3,0
1814,4.075,5,0
1814,4,5,0
1814,4.1,1,2
1815,3.95,0,0
1816,4.05,1,0
1818,4.15,6,0
1819,4.075,4,2
1820,4.05,0,0
1820,4.05,0,0
1821,4.175,5,0
1821,4.025,3,2
1822,3.975,5,0
1822,3.95,5,1
1822,3.95,3,2
1823,4.075,6,0
1824,4.1,1,0
1824,4.1,2,2
1825,4.05,0,0
1825,3.975,2,2
1825,3.975,2,0
1825,3.95,1,0
1826,4.175,6,0
1827,4.05,6,0
1827,3.925,1,1
1827,3.925,4,3
1827,3.95,2,1
1827,4.225,6,1
1827,3.9,1,1
1827,4,3,0
1827,3.95,3,2
1827,4.15,6,0
1827,4.05,1,0
1827,3.975,3,2
1827,4.1,0,0
1827,4,2,0
1827,4.05,2,0
1832,4.1,7,0
1832,3.975,0,0
1832,3.975,0,0
1833,4.05,1,2
1833,4,3,1
1833,4.05,2,1
1834,4.075,5,1
1834,4.025,1,0
1834,4.025,1,0
1835,4.125,1,2
1841,4.05,1,0
1843,4.025,1,0
1847,4.125,7,1
1847,4.15,4,2
1847,4.15,4,2
1847,4.025,2,0
1848,4.075,1,2
1850,4.1,6,0
1850,4.175,0,0
1850,4,3,1
1850,4,3,0
1850,4.025,3,0
1850,4.025,2,0
1850,4.15,6,0
1850,3.95,1,0
1850,4.05,6,1
1850,4.025,4,1
1850,3.95,5,2
1850,4.025,3,1
1850,4.025,3,0
1850,4.025,4,0
1852,4.05,3,0
1852,4.025,3,0
1853,4.175,5,1
1857,4.15,6,0
1858,4.075,5,0
1858,3.95,3,2
1861,4.1,6,0
1863,4.1,1,2
1864,3.95,3,1
1865,4.125,4,0
1869,3.975,0,0
1875,4.05,4,0
1875,4.15,6,0
1875,4.1,1,2
1875,4,4,0
1875,4.1,1,2
1875,3.975,3,2
1875,4.025,5,1
1875,4,4,0
1878,4.075,1,1
1878,4.075,1,1
1878,3.9,3,1
1878,4.1,5,1
1878,3.975,1,0
1878,3.95,2,0
1878,3.975,1,0
1878,4,3,1
1879,4,0,0
1880,4.1,6,0
1880,4.1,6,0
1883,3.875,3,2
1883,4.125,1,2
1885,4.1,1,2
1885,4.075,5,2
1885,4,4,0
1886,4.05,1,1
1887,4.075,1,2
1889,3.95,5,0
1889,3.975,4,0
1895,4.1,6,1
1895,4,1,0
1895,4.075,5,2
1895,3.975,0,0
1895,3.975,0,0
1895,3.975,3,1
1895,3.975,0,0
1895,3.95,2,0
1895,3.95,2,3
1895,3.825,3,0
1897,4.1,6,0
1897,4,4,0
1898,3.975,4,0
1899,4,2,0
1900,4.05,4,0
1900,4.025,4,0
1900,4.05,3,0
1900,3.775,3,0
1900,3.825,3,1
1900,4.05,4,0
1900,4.025,3,1
1900,4.175,5,0
1900,4.05,0,0
1900,4.025,4,1
1900,3.975,5,0
1900,4.15,6,1
1900,4.025,3,0
1900,3.975,4,0
1900,4.075,3,0
1901,3.9,3,1
1901,3.975,2,2
1903,4.025,2,0
1903,3.975,5,0
1904,4.025,1,0
1906,4,2,0
1909,4.05,2,2
1909,4.025,4,0
1909,4,2,2
1909,4.1,5,0
1911,3.95,5,0
1912,4.075,1,2
1914,3.975,4,1
1915,4.05,0,0
1915,3.975,3,3
1916,4.1,5,0
1916,4,4,0
1916,4,4,0
1919,3.95,2,3
1922,4.1,3,1
1922,4.025,2,2
1923,4,5,0
1923,3.975,3,0
1925,4.125,1,2
1925,4.1,1,2
1925,4,3,0
1925,4.05,3,0
1925,4.075,4,2
1925,4.025,2,0
1926,4.125,5,0
1926,3.95,0,0
1928,4.175,6,0
1928,4,2,2
1928,4.025,2,2
1929,4.125,7,1
1929,4.025,3,0
1929,4,3,0
1929,4,4,0
1929,4,3,0
1929,4.05,3,0
1929,4.05,3,0
1929,4.075,3,0
1933,4.05,1,0
1933,4,3,0
1934,4.175,6,0
1936,4.05,1,0
1937,4.025,3,0
1939,4.125,5,0
1940,4.175,0,1
1940,4.175,6,0
1941,4.125,5,0
1941,4.15,6,0
1941,4.125,1,2
1942,4.125,1,2
1942,3.95,5,0
1944,3.975,0,0
1945,4.15,4,1
1945,4.05,3,0
1947,3.95,1,0
1948,3.975,2,2
1948,3.95,3,2
1950,4,4,0
1950,3.975,5,0
1950,4,4,0
1950,3.975,1,2
1950,4.025,4,0
1950,4.05,3,0
1950,4.025,1,1
1950,3.975,3,1
1950,4.025,1,0
1950,3.975,0,0
1950,4.025,3,0
1950,3.95,2,3
1950,4.05,2,1
1950,4.15,3,0
1951,4.05,4,0
1952,4,2,2
1953,3.975,4,0
1958,4.075,3,1
1958,4,3,1
1960,3.95,2,2
1960,4.075,6,0
1964,3.975,3,1
1966,4.025,2,0
1966,4.025,1,0
1967,4.15,6,1
1967,3.95,1,0
1968,4.05,0,0
1968,4.05,0,0
1969,4.025,3,0
1972,3.975,1,0
1973,4.15,7,0
1974,4,0,0
1975,4.125,6,0
1975,3.975,3,1
1975,4.025,1,0
1975,4,5,2
1976,4.025,2,2
1979,4.025,3,0
1979,3.9,3,1
1979,4.075,1,2
1979,3.95,3,1
1979,4.025,3,0
1979,4.025,2,0
1980,4.15,6,0
1980,3.975,1,1
1981,4.025,1,0
1985,3.95,4,2
1985,3.975,4,2
1989,4.15,6,0
1990,4.05,1,1
1990,4.025,1,1
1990,4.075,1,1
