,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room
1319,2236 Durant Ave,0,0,37.866864,-122.264011,0,1356
1320,2747 Haste St.,1,1,37.866866,-122.2536,726,2995
1321,Hillside Avenue,2,2,37.866875,-122.248993,1500,1497
1322,1243 allston way,1,1,37.866897,-122.287494,650,2495
1323,2415 College Ave,0,0,37.866914,-122.253787,0,1671
1324,Durant Ave at Fulton St,1,2,37.866926,-122.26628,900,1600
1325,2461 WARRING STREET,2,2,37.866939,-122.250434,975,1650
1326,2721 Haste St,0,0,37.866943,-122.253058,0,2252
1327,2034 6th St,0,0,37.866949,-122.297648,0,2284
1328,2747 Haste St,0,0,37.866965,-122.25214,0,2428
1329,2727 Haste St,0,0,37.866974,-122.252782,0,3566
1330,2025 Durant Ave,0,0,37.867002,-122.26922,0,2011
1331,2430 Prospect St,0,0,37.867003,-122.25002,0,2243
1332,2312 Durant Ave,0,0,37.867028,-122.26273,0,1294
1333,2229 McGee Ave,0,0,37.867051,-122.276736,0,1725
1334,2417 Prospect St,0,0,37.867056,-122.249618,0,3146
1335,2318 Durant Ave,0,0,37.867059,-122.262498,0,2167
1336,2490 Channing Way,0,1,37.867093,-122.259636,0,950
1337,0 0,0,1,37.867096,-122.249594,0,2250
1338,Channing Way at Telegraph Avenue,0,1,37.867126,-122.25938,0,950
1339,Shattuck at Bancroft,1,1,37.867129,-122.267318,330,1795
1340,2409 College Ave,0,0,37.867173,-122.25384,0,1833
1341,0 0,1,1,37.86718,-122.278218,250,900
1342,2113 10th St,0,0,37.867188,-122.2924,0,1644
1343,2030 Bancroft Way,0,0,37.86721,-122.268684,0,990
1344,2020 Bancroft Way,1,2,37.867214,-122.26927,1000,1597
1345,2312 Fulton St,1,1,37.867259,-122.266347,600,2641
1346,2020 Bancroft Way,0,0,37.867263,-122.269249,0,2011
1347,2020 Bancroft Way,1,1,37.867265,-122.269185,500,1795
1348,2233 Grant St,0,0,37.867272,-122.27468,0,1738
1349,2020 Fourth St,1,1,37.867284,-122.300187,632,2398
1350,2724 Channing Way,0,0,37.867327,-122.25323,0,3167
1351,2020 Bancroft Way,1,1,37.867333,-122.269356,500,1795
1352,2235 McKinley Ave,0,0,37.867345,-122.273356,0,2081
1353,2241 Durant Ave,0,0,37.867359,-122.263864,0,1926
1354,2700 Channing Way,0,0,37.867361,-122.25402,0,1400
1355,2321 Shattuck Ave.,2,2,37.867366,-122.26818,1090,2250
1356,2728 Channing Way,0,0,37.867377,-122.252858,0,967
1357,2219 Jefferson Ave,0,0,37.867379,-122.277919,0,2495
1358,2020 Bancroft Way,1,1,37.8674,-122.269249,500,1795
1359,2380 Telegraph Ave,300,1,37.867426,-122.259417,300,850
1360,2020 Bancroft Way,1,1,37.867434,-122.269206,500,1795
1361,2233 McKinley Ave,0,0,37.867453,-122.273367,0,2005
1362,2020 Bancroft Way,1,1,37.867468,-122.269056,500,1795
1363,2224 Grant St,0,0,37.867476,-122.2752,0,1497
1364,2601 Channing Way,0,0,37.867499,-122.256302,0,2142
1365,2312 Ellsworth St,0,0,37.867508,-122.263884,0,2165
1366,52 Panoramic Way,0,0,37.867515,-122.24806,0,2500
1367,Addison at 10th,1,2,37.867526,-122.29308,780,1325
1368,2215 Jefferson Ave,0,0,37.867544,-122.277931,0,2500
1369,2126 Bancroft Way,0,0,37.867565,-122.266416,0,2795
1370,54 Panoramic Way,0,0,37.867585,-122.247825,0,2800
1371,2500 Durant Ave,0,0,37.867621,-122.258655,0,2530
1372,2717 channing way,0,1,37.867655,-122.253606,0,1500
1373,2411 Durant Ave.,0,1,37.867657,-122.261545,0,2295
1374,2419 Durant Ave.,0,1,37.867681,-122.261358,0,2395
1375,2020 Kittredge Street,0,2,37.867688,-122.268938,0,1805
1376,2306 Ellsworth St,0,0,37.867702,-122.263925,0,1430
1377,2001 5th St. at University,1,1,37.867726,-122.29918,709,2800
1378,2208 McGee Ave,0,0,37.867733,-122.277501,0,2356
1379,1420 Acton Crescent,0,0,37.867758,-122.283268,0,1720
1380,2709 Channing Way,0,0,37.86777,-122.253759,0,1742
1381,2312 Ellsworth,0,1,37.867818,-122.264142,0,1295
1382,2717 Channing Way,0,0,37.867851,-122.25342,0,1827
1383,2411 Durant Ave,0,0,37.867865,-122.260799,0,1797
1384,2419 Durant Ave,0,0,37.867893,-122.260444,0,1779
1385,2421 Durant Ave,0,0,37.867894,-122.260169,0,1802
1386,2425 Durant Ave,0,0,37.867899,-122.260048,0,1802
1387,2233 Grant St,1,1,37.867938,-122.27528,700,1750
1388,2525 Durant Ave.,0,1,37.867966,-122.259046,0,2495
1389,2215 Grant St,0,0,37.867978,-122.274563,0,1704
1390,2539 Durant Ave,0,2,37.867991,-122.258792,0,1625
1391,2210 McKinley Ave,0,0,37.868034,-122.274118,0,2175
1392,2159 Acton St,0,0,37.868055,-122.283628,0,1863
1393,2020 Kittredge Street,1,2,37.868061,-122.269399,707,1815
1394,2901 Channing Way,0,0,37.868081,-122.250404,0,1187
1395,2399 Prospect St,0,0,37.868106,-122.249588,0,1691
1396,36 Panoramic Way,0,0,37.868116,-122.248878,0,1150
1397,Kittredge at Milvia,1,2,37.868146,-122.269056,790,1717
1398,2330 Warring St,0,0,37.868158,-122.250887,0,2030
1399,2815 Channing Way,0,0,37.868186,-122.251071,0,2695
1400,2133 Spaulding Ave,0,0,37.868196,-122.280306,0,1901
1401,2144 California St,0,0,37.86821,-122.279864,0,2385
1402,2110 Bonar St,0,0,37.868226,-122.287512,0,2413
1403,2525 Durant Ave,0,0,37.868249,-122.257767,0,1785
1404,Kittredge St at Shattuck Ave,1,1,37.868256,-122.26926,200,870
1405,152 Panoramic Way,0,0,37.86826,-122.246359,0,2436
1406,2336 Piedmont Ave,0,0,37.868263,-122.252376,0,646
1407,2533 Durant Ave,0,0,37.86828,-122.257465,0,2661
1408,64 Panoramic Way,0,0,37.868298,-122.248314,0,2258
1409,2020 Kittredge St.,0,2,37.868309,-122.27018,0,1575
1410,2539 Durant Ave,0,0,37.868312,-122.257299,0,2173
1411,2110 Kittredge St,0,0,37.868334,-122.267423,0,1627
1412,2010 10th St,0,0,37.868335,-122.293369,0,1213
1413,2138 Kittredge St,0,0,37.868341,-122.266998,0,1523
1414,2124 Sacramento St,0,0,37.868356,-122.282243,0,2200
1415,2811 Channing Way,0,0,37.86836,-122.251234,0,2629
1416,2605 Durant Ave,0,0,37.868387,-122.256378,0,688
1417,2206 McKinley Ave,0,0,37.868399,-122.274018,0,863
1418,66 Panoramic Way,0,0,37.86843,-122.248457,0,2639
1419,1701 Allston Way,0,0,37.868432,-122.277011,0,1359
1420,2468 Bancroft Way,0,0,37.868459,-122.259885,0,1761
1421,2124 Kittredge St,0,0,37.868466,-122.267206,0,744
1422,2116 Acton St,0,0,37.868475,-122.284322,0,1550
1423,2701 Durant Ave,0,0,37.868481,-122.254068,0,1952
1424,M.L. King Jr. Way at Allston way,1,1,37.868518,-122.272618,580,1550
1425,2127 Spaulding Ave,0,0,37.868537,-122.280343,0,2300
1426,2510 Bancroft Way,0,0,37.868538,-122.258769,0,2241
1427,M L King Jr. Way at Allston,1,1,37.868552,-122.272768,400,1550
1428,2120 Sacramento St,0,0,37.868555,-122.282259,0,1507
1429,2639 Durant Ave,0,0,37.8686,-122.255065,0,1343
1430,2731 Durant Ave,0,1,37.868603,-122.25337,0,930
1431,Kittredge Street at Shattuck Avenue,1,2,37.868625,-122.26828,789,1915
1432,2110 Acton St,0,0,37.868631,-122.284342,0,2036
1433,2134 McGee Ave,0,0,37.868667,-122.277617,0,1785
1434,Addison at Berkeley,1,1,37.868688,-122.287295,450,1495
1435,1420 Addison St,0,0,37.868705,-122.282801,0,1942
1436,2231 Shattuck Ave,0,0,37.868727,-122.267477,0,715
1437,2140 Roosevelt Ave,0,0,37.868731,-122.276448,0,2695
1438,2123 Spaulding Ave,0,0,37.86876,-122.280366,0,1750
1439,2735 Durant Ave,0,0,37.868763,-122.252884,0,2600
1440,2468 Bancroft Way,0,1,37.868764,-122.260423,0,1825
1441,2132 McGee Ave,0,0,37.868784,-122.277619,0,2893
1442,1324 Addison St,0,0,37.868786,-122.285019,0,1471
1443,2118 Spaulding Ave,0,0,37.868834,-122.281102,0,2067
1444,1917 6th St,0,0,37.868853,-122.297596,0,1370
1445,2308 Warring St,0,0,37.868869,-122.2512,0,2971
1446,2132 Roosevelt Ave,0,0,37.868902,-122.276485,0,1776
1447,2118 California St,0,0,37.868909,-122.279939,0,1650
1448,2132 Roosevelt,0,2,37.868947,-122.27643,0,1247
1449,2127 McGee Ave,0,0,37.868983,-122.276945,0,2400
1450,1122 Univeristy,0,2,37.868993,-122.291222,1100,1560
1451,360 Panoramic Way,1,1,37.868996,-122.245377,300,1850
1452,University ave at san pablo,1,2,37.869026,-122.29238,620,1350
1453,2310 Piedmont Ave,0,0,37.869027,-122.252588,0,2249
1454,1176 University Ave,0,0,37.86903,-122.290098,0,1199
1455,university ave at san pablo,1,2,37.869044,-122.291522,610,1350
1456,2139 Grant St,0,0,37.869046,-122.274866,0,2286
1457,1426 Addison St,0,0,37.86906,-122.28279,0,4395
1458,university ave at san pablo,1,2,37.869077,-122.291436,620,1350
1459,1122 Univeristy ave,0,2,37.869094,-122.291608,1100,1560
1460,1917 6th street at University Ave,1,2,37.869097,-122.298315,700,1050
1461,2133 Grant St,0,0,37.869098,-122.274674,0,2286
1462,university ave at san pablo,1,2,37.869111,-122.291114,620,1350
1463,340 Panoramic Way,0,0,37.869113,-122.245444,0,1583
1464,1122 University ave,1,2,37.869116,-122.291751,610,1350
1465,1122 Univeristy,0,2,37.869128,-122.291222,1100,1560
1466,1180 University Ave,0,0,37.869141,-122.289965,0,2002
1467,2124 Roosevelt Ave,0,0,37.869177,-122.276519,0,1345
1468,1311 Addison St,0,0,37.869194,-122.285868,0,1015
1469,838 Hearst Ave,0,0,37.869195,-122.297451,0,1450
1470,2120 McGee Ave,0,0,37.869203,-122.277599,0,1312
1471,2127 Roosevelt Ave,0,0,37.869221,-122.27604,0,1400
1472,university ave at san pablo,1,2,37.869247,-122.290814,620,1350
1473,2118 Spaulding Ave,0,2,37.869259,-122.281143,0,1187
1474,2125 Roosevelt Ave,0,0,37.869262,-122.275828,0,1400
1475,2120 Roosevelt Ave,0,0,37.869314,-122.276526,0,1641
1476,1176 University Ave - 206,0,1,37.869336,-122.290209,0,1395
1477,2120 Grant St,0,0,37.869352,-122.27528,0,2846
1478,1925 10th St,0,0,37.869367,-122.293196,0,1169
1479,2001 Allston Way,0,0,37.869372,-122.269691,0,1115
1480,2124 McKinley Ave,0,0,37.869446,-122.27429,0,1453
1481,1910 9th St,0,0,37.869493,-122.295052,0,1790
1482,2132 Roosevelt,0,2,37.86957,-122.276615,0,1247
1483,2112 Roosevelt Ave,0,0,37.869574,-122.276556,0,1901
1484,2001 Fifth Street,1,1,37.8696,-122.2959,756,2950
1485,2126 McGee Ave,1,2,37.869621,-122.277827,1000,1625
1486,University at Bonar,0,1,37.869626,-122.28768,0,1550
1487,76 Arden Rd,0,0,37.869673,-122.247521,0,1523
1488,2115 Grant St,0,0,37.86974,-122.274818,0,1500
1489,1207 University Ave,0,0,37.869788,-122.289007,0,1289
1490,1233 University Ave,0,0,37.869791,-122.288447,0,1434
1491,1140 Hearst Ave,0,0,37.869802,-122.290982,0,1883
1492,2150 Oxford Street,1,2,37.869806,-122.26603,625,1350
1493,1227 University Ave,0,0,37.869819,-122.288678,0,1360
1494,1231 University Ave,0,0,37.869843,-122.288481,0,1434
1495,1980 Curtis St,0,0,37.869875,-122.289879,0,1045
1496,2171 Allston Way,0,0,37.86989,-122.26615,0,1126
1497,1014 Hearst Ave,0,0,37.869919,-122.294059,0,2520
1498,0 0,1,1,37.86994,-122.28518,508,2723
1499,1931 San Pablo Ave,0,0,37.86996,-122.291651,0,1613
1500,University at Bonar,0,1,37.869975,-122.287316,0,1500
1501,1275 University Ave,0,0,37.870006,-122.287303,0,1693
1502,1472 University Ave,0,0,37.870007,-122.282736,0,1472
1503,1970 Curtis St,0,0,37.870009,-122.289897,0,1259
1504,15 Canyon Rd,0,0,37.870025,-122.249474,0,1761
1505,1907 Center St,0,0,37.870027,-122.272269,0,1373
1506,1609 Addison St,0,0,37.870044,-122.279155,0,2332
1507,1486 University Ave,0,0,37.870076,-122.282374,0,1243
1508,1808 Addison St,0,0,37.870085,-122.274638,0,1421
1509,1211 University Ave,0,0,37.870087,-122.289043,0,1616
1510,1617 Addison St,0,0,37.870088,-122.278815,0,2387
1511,1919 Curtis St,0,0,37.870094,-122.289308,0,1707
1512,2103 Grant St,0,0,37.87012,-122.274916,0,1507
1513,Addison St at McGee Ave,0,1,37.870125,-122.27788,0,1500
1514,1219 University Ave,0,0,37.870135,-122.288854,0,1574
1515,1817 7th St,0,0,37.870144,-122.296897,0,1750
1516,1223 University Ave,0,0,37.870151,-122.288654,0,1583
1517,1955 Chestnut St,0,0,37.870171,-122.287712,0,1495
1518,2055 Center St.,1,1,37.87019,-122.269647,864,3150
1519,2025 McGee Ave,0,0,37.870193,-122.277136,0,1726
1520,1944 Curtis St,0,0,37.870195,-122.289702,0,1318
1521,1951 Chestnut St.,1,1,37.870212,-122.287917,400,1550
1522,University Avenue,0,1,37.870226,-122.28238,0,2250
1523,1337 University Ave,0,0,37.870232,-122.285524,0,1423
1524,1120 Hearst Ave,0,0,37.8703,-122.291736,0,1093
1525,1951 Chestnut St,0,0,37.870303,-122.287757,0,1229
1526,1930 Curtis St,0,0,37.870313,-122.289939,0,1363
1527,Hearst at Curtis,0,1,37.870326,-122.29288,0,1795
1528,5th St at delaware,1,1,37.870365,-122.299461,565,2300
1529,1912 Addison St,0,0,37.870407,-122.272144,0,1025
1530,1136 Hearst Ave,0,0,37.870413,-122.290947,0,1883
1531,5th street at delaware,1,1,37.870416,-122.299397,565,2300
1532,2013 McGee Ave,0,0,37.870443,-122.277171,0,1827
1533,1632 University Ave,0,0,37.870455,-122.278998,0,1985
1534,1441 University Ave,0,0,37.870467,-122.283681,0,1480
1535,1819 9th St,0,0,37.87053,-122.294712,0,1200
1536,1244 Hearst Ave,0,0,37.870539,-122.288786,0,2030
1537,1739 Addison St,0,0,37.87054,-122.275715,0,2146
1538,2009 McGee Ave,0,0,37.870559,-122.277187,0,1345
1539,1627 University Avenue,1,1,37.870566,-122.279692,540,2484
1540,1630 University Ave,1,1,37.870587,-122.27943,400,1595
1541,1614 University Ave,0,0,37.870592,-122.27937,0,1985
1542,1239 Berkeley Way,0,0,37.870603,-122.287918,0,2150
1543,1807 Addison St,0,0,37.870607,-122.274824,0,3625
1544,1819 Addison St,0,0,37.870611,-122.274306,0,2150
1545,1811 Addison St,0,0,37.870628,-122.274655,0,1950
1546,1815 Addison St,0,0,37.870649,-122.274482,0,2088
1547,1905 Curtis St,0,0,37.87065,-122.289374,0,1675
1548,914 Delaware St,0,0,37.870683,-122.296515,0,1624
1549,1810 9th St,0,0,37.870759,-122.295435,0,1218
1550,UNIVERSITY AVENUE at McGee Avenue,0,1,37.870825,-122.27788,0,2250
1551,Hearst at Curtis,0,1,37.870826,-122.28978,0,1795
1552,1430 Berkeley Way,0,0,37.870863,-122.282851,0,1827
1553,University AVENUE at McGee Avenue,0,1,37.87089,-122.27751,0,2250
1554,1716 University Ave,0,0,37.870904,-122.277061,0,1376
1555,1141 Hearst Ave,0,0,37.87091,-122.290787,0,1726
1556,1387 Berkeley Way,0,0,37.870926,-122.284787,0,1827
1557,1988 California St,0,0,37.870939,-122.279898,0,1725
1558,1915 Addison St,0,0,37.870943,-122.272223,0,1394
1559,1428 Berkeley Way,0,0,37.870969,-122.282917,0,1827
1560,1246 Hearst Ave,0,0,37.870975,-122.288815,0,2030
1561,University AVENUE,0,1,37.870991,-122.282038,0,2250
1562,2109 Shattuck Ave,0,0,37.871025,-122.26735,0,1662
1563,1393 Berkeley Way,0,0,37.871051,-122.284701,0,1728
1564,2112 Addison St,0,0,37.871103,-122.267061,0,1343
1565,1735 6th St,0,0,37.871109,-122.298307,0,2436
1566,University Avenue at Grant Street,1,2,37.871125,-122.27568,650,1250
1567,1431 Berkeley Way,0,0,37.87126,-122.283063,0,1000
1568,1524 Berkeley Way,0,0,37.871261,-122.280969,0,2495
1569,University AVENUE,0,1,37.871263,-122.282038,0,2250
1570,University AVENUE at McGee Avenue,0,1,37.871296,-122.277811,0,2250
1571,1900 University Ave,0,0,37.871322,-122.272801,0,1948
1572,1709 University Ave,0,0,37.871357,-122.277403,0,1016
1573,1929 California St,0,0,37.871363,-122.279644,0,1523
1574,1118 Delaware St,0,0,37.871366,-122.292067,0,1560
1575,1728 7th St,0,0,37.871409,-122.297976,0,1694
1576,1904 University Ave,0,0,37.871454,-122.272746,0,1948
1577,1080 Delaware,0,1,37.871477,-122.293548,0,2300
1578,University AVENUE,0,1,37.871525,-122.27338,0,2250
1579,1277 Hearst Ave,0,0,37.871529,-122.287395,0,2273
1580,1428 Hearst Ave,0,0,37.871539,-122.283119,0,1421
1581,1904 Sacramento St,0,0,37.871553,-122.282479,0,1695
1582,1430 Hearst Ave,0,0,37.871554,-122.282998,0,1400
1583,2119 Addison St,0,0,37.871583,-122.267161,0,1271
1584,2018 University Ave,0,0,37.871602,-122.269959,0,1576
1585,1347 Hearst Ave,0,0,37.871614,-122.286035,0,1850
1586,1823 University Ave,0,0,37.871625,-122.274273,0,1643
1587,1988 Martin Luther King Jr Way,0,1,37.871654,-122.273423,0,2675
1588,1222 Delaware St,0,0,37.871681,-122.288907,0,1696
1589,2024 University Ave,0,0,37.871703,-122.270017,0,1576
1590,1732 9th St,0,0,37.871715,-122.295772,0,2350
1591,1533 Berkeley Way,0,0,37.871731,-122.280689,0,1218
1592,2008 Shattuck Ave,0,0,37.871753,-122.268745,0,1040
1593,1835 University Ave,0,0,37.871775,-122.274104,0,1643
1594,1728 Berkeley Way,0,0,37.871799,-122.276209,0,1662
1595,1922 Grant St,0,0,37.8718,-122.275381,0,1189
1596,1920 Grant St,0,0,37.871887,-122.275602,0,2754
1597,2070 University Ave,0,0,37.871896,-122.269079,0,1365
1598,1908 California St,0,0,37.871902,-122.280163,0,1624
1599,1820 West St,0,0,37.871923,-122.286887,0,1710
1600,1810 West St,0,0,37.871929,-122.287098,0,1710
1601,1810 Berkeley Way,0,0,37.871982,-122.274688,0,1560
1602,2057 University Avenue,1,1,37.871996,-122.269709,153,1295
1603,1820 Berkeley Way,0,0,37.872034,-122.27439,0,2200
1604,2008 Shattuck ave,1,1,37.872043,-122.268672,225,1295
1605,1806 West St,0,0,37.872059,-122.28693,0,1710
1606,1732 San Pablo Ave,0,0,37.872108,-122.293464,0,1105
1607,1731 10th St,0,0,37.872182,-122.294019,0,2570
1608,1949 Milvia St,0,0,37.872192,-122.270435,0,1624
1609,1726 10th St,0,0,37.872214,-122.294717,0,1735
1610,2119 University Avenue,1,2,37.872267,-122.267891,677,1858
1611,1721 9th St,0,0,37.872269,-122.295232,0,1624
1612,1759 Berkeley Way,0,0,37.872287,-122.275579,0,1305
1613,1638 Hearst Ave,0,0,37.872295,-122.278993,0,1980
1614,Hearst at Sacramento,0,2,37.872296,-122.281716,0,1297
1615,1945 Milvia St.,1,2,37.872313,-122.270494,750,1100
1616,2057 University Ave,0,0,37.87233,-122.269313,0,980
1617,1743 Berkeley Way,0,0,37.872421,-122.27566,0,1305
1618,1108 Francisco St,0,0,37.87243,-122.292493,0,1249
1619,1114 Francisco St,0,0,37.872444,-122.292326,0,1461
1620,1509 Hearst Ave,0,0,37.872466,-122.281757,0,2074
1621,1945 Milvia St,0,0,37.872494,-122.270448,0,2022
1622,1515 Hearst Ave,0,0,37.872519,-122.281368,0,1675
1623,delaware st at franklin,0,1,37.872525,-122.28598,1400,5000
1624,2008 Berkeley Way,0,0,37.872526,-122.270209,0,1083
1625,1519 Hearst Ave,0,0,37.872542,-122.281191,0,1702
1626,1722 Hearst Ave,0,0,37.872592,-122.276636,0,2245
1627,1908 Grant St,0,0,37.872601,-122.275573,0,1305
1628,1110 Francisco St,0,0,37.872603,-122.292505,0,1249
1629,1913 Berkeley Way,0,0,37.872752,-122.272491,0,2775
1630,1945 Berkeley Way,0,0,37.872759,-122.271201,0,1798
1631,1301 Delaware St,0,0,37.87278,-122.286713,0,3000
1632,1728 Curtis St,0,0,37.872821,-122.290169,0,2150
1633,1820 Hearst Ave,0,0,37.872891,-122.274387,0,2000
1634,1912 Milvia St,0,0,37.872898,-122.27128,0,1798
1635,1836 Hearst Ave,0,0,37.872981,-122.273698,0,1950
1636,2005 Berkeley Way,0,0,37.873009,-122.270428,0,1748
1637,1034 Virginia St,0,0,37.873062,-122.294011,0,2200
1638,2017 Berkeley Way,0,0,37.87307,-122.269961,0,2234
1639,1638 8th St,0,0,37.873113,-122.297378,0,2011
1640,1906 Bonita Ave,0,0,37.873136,-122.272385,0,2487
1641,995 Virginia St,0,0,37.873164,-122.296082,0,1776
1642,1930 Hearst Ave,0,0,37.873234,-122.271649,0,2289
1643,1932 Hearst Ave,0,0,37.873251,-122.271496,0,2569
1644,1710 Delaware St,0,0,37.873308,-122.277231,0,1950
1645,1932 Hearst,0,3,37.873431,-122.272548,0,998
1646,1245 Francisco St,0,0,37.873463,-122.288056,0,2195
1647,1902 Henry St,0,0,37.873469,-122.269878,0,2132
1648,1905 Henry St,0,0,37.873548,-122.269526,0,2114
1649,2040 Hearst Ave,0,0,37.873553,-122.26907,0,2036
1650,2038 Hearst Ave,0,0,37.873577,-122.26921,0,1919
1651,1339 Francisco St,0,0,37.873648,-122.286793,0,2010
1652,1613 6th St,0,0,37.873661,-122.299134,0,2166
1653,1812 Delaware St,0,0,37.87373,-122.274921,0,1780
1654,1832 Delaware St,0,0,37.873823,-122.274094,0,1600
1655,1639 San Pablo Ave,0,0,37.873829,-122.293281,0,1523
1656,1810 Bonita Ave,0,0,37.873846,-122.272456,0,2501
1657,1615 9th St,2,3,37.873871,-122.295492,1700,186
1658,Hearst at Shattuck,1,2,37.873905,-122.269592,825,1462
1659,hearst at shattuck,0,1,37.873925,-122.26908,0,1695
1660,2015 Hearst Ave,0,0,37.873954,-122.270238,0,3075
1661,1806 Bonita Ave,0,0,37.873986,-122.272471,0,1700
1662,2025 Hearst Ave,0,0,37.874001,-122.269823,0,2450
1663,1727 Delaware St,0,0,37.874024,-122.276731,0,2475
1664,2029 Hearst Ave,0,0,37.874037,-122.269547,0,1600
1665,1731 Delaware St,0,0,37.874042,-122.276584,0,2436
1666,1743 Delaware St,0,0,37.874046,-122.276185,0,2270
1667,hearst at shattuck,0,1,37.874057,-122.267811,0,1695
1668,2125 Hearst Ave,0,0,37.874072,-122.267873,0,2005
1669,2037 Hearst Ave,0,0,37.87409,-122.269138,0,1796
1670,1849 Shattuck,0,1,37.874108,-122.268305,0,1975
1671,1626 Francisco St,0,0,37.874121,-122.278915,0,2233
1672,1910 Oxford Street,1,2,37.874125,-122.26678,898,1964
1673,1632 Francisco St,0,0,37.874143,-122.278744,0,2421
1674,2225 Hearst Avenue,230,1,37.87418,-122.266289,230,1375
1675,hearst at spruce,0,1,37.874225,-122.26588,0,1695
1676,2119 Hearst Ave,0,0,37.87424,-122.268045,0,1536
1677,1815 Delaware St,0,0,37.87427,-122.274863,0,2030
1678,2131 Hearst Ave,0,0,37.87428,-122.267706,0,1923
1679,1817 Delaware St,0,0,37.874286,-122.274724,0,2200
1680,1517 Francisco St,0,0,37.874295,-122.281675,0,2298
1681,1706 Francisco St,0,0,37.874315,-122.277393,0,2741
1682,1632 Francisco St,0,2,37.874323,-122.279694,0,1200
1683,851 Cedar St,0,0,37.874332,-122.299343,0,1400
1684,1835 Delaware St,0,0,37.874333,-122.273925,0,1761
1685,1929 Delaware,0,2,37.874335,-122.272498,0,1447
1686,1831 Delaware St,0,0,37.874362,-122.274129,0,2204
1687,2225 Hearst Ave,0,0,37.874377,-122.26577,0,1232
1688,1716 Francisco St,0,0,37.874388,-122.276877,0,1979
1689,853 Cedar St,0,0,37.874389,-122.299279,0,1400
1690,2235 Hearst Ave,0,0,37.874397,-122.265576,0,1189
1691,2030 Delaware St,0,0,37.874418,-122.269488,0,1916
1692,1905 Delaware St,0,0,37.874424,-122.272967,0,787
1693,1742 MLK Jr Way,0,0,37.874443,-122.273557,0,2200
1694,1733 Grant St,0,0,37.874496,-122.275311,0,1926
1695,2267 Hearst Ave,0,0,37.874507,-122.264736,0,2522
1696,2028 Delaware St,0,0,37.874522,-122.269626,0,1916
1697,1856 Spruce St,0,0,37.874546,-122.265693,0,1939
1698,2255 Hearst Ave,0,0,37.874549,-122.265082,0,1359
1699,1917 Delaware St,0,0,37.87457,-122.272508,0,1668
1700,2032 Delaware St,0,0,37.874576,-122.269381,0,1916
1701,1921 Delaware St,0,0,37.874592,-122.272336,0,2267
1702,1925 Delaware St,0,0,37.874613,-122.272162,0,2479
1703,1812 Francisco St,0,0,37.874622,-122.275046,0,2664
1704,1741 MLK Jr Way,0,0,37.874627,-122.273014,0,1100
1705,1929 Delaware St,0,0,37.874636,-122.271991,0,2298
1706,1818 Walnut St,0,0,37.874644,-122.267787,0,2180
1707,1623 Francisco St,0,0,37.874649,-122.27907,0,1950
1708,1933 Delaware St,0,0,37.874654,-122.271818,0,2354
1709,spruce at hearst,0,1,37.874667,-122.265365,0,2595
1710,1822 Francisco St,0,0,37.874686,-122.274539,0,2243
1711,1846 Spruce St,0,0,37.874687,-122.265709,0,1589
1712,spruce at hearst,0,1,37.874718,-122.265258,0,2595
1713,1635 Francisco St,0,0,37.874722,-122.27852,0,1928
1714,1626 Cornell Ave,0,0,37.874739,-122.291464,0,3500
1715,2079 Delaware,0,2,37.874743,-122.269631,0,1697
1716,2283 Hearst Ave,0,0,37.874745,-122.264502,0,1511
1717,1806 Walnut St,0,0,37.874749,-122.267854,0,1785
1718,1836 Francisco St,0,0,37.874765,-122.273926,0,1929
1719,2120 Delaware St,0,0,37.874772,-122.268114,0,2090
1720,2087 Delaware,0,2,37.874776,-122.269411,0,1197
1721,2083 Delaware St,0,0,37.874799,-122.269193,0,2685
1722,spruce at hearst,0,1,37.874803,-122.265279,0,2595
1723,2079 Delaware St,0,0,37.874813,-122.26924,0,2685
1724,1820 Spruce St,0,0,37.874822,-122.265723,0,1771
1725,Francisco at Grant St.,1,1,37.874825,-122.27608,490,1600
1726,1797 Shattuck Ave,1,2,37.874846,-122.269088,668,1742
1727,2320 Le Conte Ave,1,1,37.874852,-122.264333,850,2500
1728,2017 Delaware St,0,0,37.874854,-122.270281,0,2211
1729,2019 Delaware,0,1,37.87487,-122.269828,0,1875
1730,2019 Delaware St,0,0,37.874873,-122.270126,0,1243
1731,2326 le conte ave,2,3,37.874887,-122.263507,1500,1900
1732,2317 Hearst Ave,0,0,37.874899,-122.263034,0,1566
1733,1827 Spruce St,0,0,37.874902,-122.26543,0,2284
1734,1910 Francisco St,0,0,37.874912,-122.272765,0,1624
1735,1608 Kains Ave,0,0,37.87492,-122.293317,0,1015
1736,1809 Spruce St,0,0,37.874921,-122.264839,0,2284
1737,1817 Oxford St,0,0,37.87493,-122.266125,0,1821
1738,2320 Le Conte Ave,0,0,37.874931,-122.263384,0,2293
1739,1829 Spruce St.,1,2,37.874938,-122.264936,645,1500
1740,1876 Arch St,0,0,37.874948,-122.264226,0,1649
1741,1865 Euclid Avenue,0,1,37.875025,-122.26078,0,2200
1742,1800 Spruce St,0,0,37.875026,-122.265749,0,2695
1743,1739 Francisco St,0,0,37.875031,-122.276094,0,1354
1744,Martin Luther King Jr Way at Francisco,0,1,37.875074,-122.273433,0,860
1745,0 0,2,2,37.875091,-122.268412,900,1750
1746,1799 Spruce St,0,0,37.875096,-122.264774,0,2284
1747,1862 Arch St,0,0,37.875098,-122.264346,0,1953
