,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room
434,3019 Bateman St,0,0,37.854983,-122.255597,0,2150
435,3020 Benvenue Ave,0,0,37.854994,-122.254194,0,1485
436,adeline at ashby,0,2,37.855026,-122.26968,0,700
437,3018 Deakin St,0,0,37.855035,-122.262627,0,2466
438,2076 ashby,1,1,37.855051,-122.267017,550,1798
439,2701 Prince St,0,0,37.855053,-122.252579,0,2873
440,3019 Hillegass Ave,0,0,37.855054,-122.254615,0,1575
441,2918 Ellis St,0,0,37.855058,-122.27363,0,1400
442,3017 Fulton St,0,0,37.85511,-122.263229,0,1900
443,2321 Webster,0,2,37.855117,-122.26178,0,1447
444,3020 College Ave,0,0,37.855136,-122.253162,0,1650
445,2822 San Pablo Ave,0,0,37.855163,-122.288067,0,1750
446,1630 Russell St,0,0,37.855193,-122.275791,0,1410
447,2110 Ashby Ave,0,0,37.855198,-122.265888,0,944
448,1527 Russell St,0,0,37.85521,-122.278412,0,888
449,2130 Ashby Ave,0,0,37.855214,-122.265148,0,1421
450,3012 Deakin St,0,0,37.85524,-122.262666,0,1850
451,1642 Russell St,0,0,37.855255,-122.275349,0,1218
452,2317 Webster St,0,0,37.855257,-122.261572,0,1459
453,1648 Russell St,0,0,37.85531,-122.274991,0,1200
454,2321 Webster St,0,0,37.855321,-122.261369,0,2665
455,1221 Oregon St,0,0,37.855358,-122.285486,0,1450
456,2915 Harper St,0,0,37.85536,-122.271976,0,1523
457,2912 Harper St,0,0,37.855365,-122.272614,0,914
458,2829 Prince St,0,0,37.855369,-122.248929,0,2025
459,2803 Park St,0,0,37.855376,-122.282716,0,2208
460,2076 ashby ave,1,2,37.855378,-122.26741,1100,1397
461,2930 Adeline St,0,0,37.855381,-122.269424,0,1595
462,3007 Fulton St,0,0,37.855387,-122.263179,0,2000
463,2922 Otis St,0,0,37.855389,-122.27042,0,1929
464,2409 Webster St,0,0,37.85543,-122.259191,0,1475
465,1529 Russell St,0,0,37.855446,-122.278294,0,1490
466,2923 Otis St,0,0,37.85546,-122.269813,0,1813
467,1541 Russell St,0,0,37.855476,-122.27779,0,2522
468,2212 Ashby Ave,0,0,37.85549,-122.262754,0,2287
469,3001 College Ave,0,0,37.855494,-122.252578,0,2845
470,2716 Webster St,0,0,37.855551,-122.252115,0,2532
471,2716 Webster St.,1,2,37.855576,-122.25234,850,1425
472,2417 Webster St,0,0,37.855586,-122.258899,0,2460
473,2111 Ashby Ave,0,0,37.8556,-122.266092,0,1030
474,3001 Deakin St,0,0,37.855613,-122.262195,0,2410
475,Ashby Ave at Wheeler,0,2,37.855626,-122.26508,0,1187
476,1008 Grayson St,0,0,37.855631,-122.289735,0,1200
477,2214 Ashby Ave,0,0,37.855647,-122.262733,0,2287
478,2704 Webster St,0,0,37.855661,-122.252479,0,2639
479,1611 Russell St,0,0,37.85567,-122.276639,0,1350
480,2875 California St,0,0,37.855672,-122.277015,0,1443
481,2912 Otis St,0,0,37.855689,-122.270453,0,1925
482,2612 Webster St,0,0,37.855706,-122.254471,0,1500
483,King Street at Julia Street,1,1,37.855726,-122.27488,500,1900
484,1629 Russell St,0,0,37.855756,-122.275566,0,894
485,fulton street at ashby,0,2,37.855826,-122.26408,0,1297
486,11 Captains Cove,0,3,37.855834,-122.227308,2464,1500
487,2155 Ashby Ave,0,0,37.855854,-122.264133,0,2639
488,0 0,0,1,37.855864,-122.277167,0,1750
489,0 0,1,1,37.855881,-122.254486,1200,1500
490,California St at Russell St,0,1,37.855898,-122.277274,0,1750
491,3000 Claremont Ave,0,0,37.855915,-122.247289,0,2005
492,2926 Lorina St,0,0,37.855935,-122.26585,0,2875
493,2835 California St,0,0,37.855944,-122.277037,0,1208
494,2910 Adeline St,0,0,37.855951,-122.269197,0,1599
495,2927 Lorina St,0,0,37.856018,-122.265311,0,2431
496,2912 Newbury St,0,0,37.85602,-122.267779,0,2642
497,2917 Shattuck Ave,0,0,37.856102,-122.266282,0,1750
498,2925 Wheeler St,0,0,37.856105,-122.26432,0,1664
499,Russell at Newbury,0,1,37.856118,-122.2675,0,1295
500,1590 Oregon St,0,0,37.856131,-122.277673,0,1523
501,1942 Russell St,0,0,37.856138,-122.269405,0,1726
502,2235 Ashby Ave,0,0,37.856155,-122.261867,0,2772
503,2243 Ashby Ave,0,0,37.856183,-122.261648,0,2030
504,1632 Oregon St,0,0,37.856206,-122.275898,0,1416
505,2923 Wheeler St,0,0,37.856207,-122.264344,0,1950
506,2920 Wheeler St,0,0,37.856275,-122.264979,0,1200
507,2301 Ashby Ave,0,0,37.856299,-122.261103,0,2132
508,2921 Fulton St,0,0,37.856322,-122.263256,0,3200
509,1590 Oregon Street,1,2,37.85636,-122.278063,700,1050
510,2920 Deakin St,0,0,37.856381,-122.262798,0,2647
511,2730 10th St,0,0,37.856475,-122.289637,0,2030
512,2912 Fulton St,0,0,37.856494,-122.263958,0,1969
513,10th Street at Pardee Street,1,1,37.856508,-122.289462,450,2100
514,2918 Deakin St,0,0,37.856514,-122.262826,0,2659
515,2910 Wheeler St,0,0,37.856542,-122.265032,0,2059
516,2830 Sacramento St,0,2,37.85656,-122.280028,0,1050
517,2616 Ashby Ave,0,0,37.856566,-122.254714,0,4176
518,2814 California St,0,0,37.856569,-122.277762,0,2741
519,2923 Florence St.,1,1,37.856592,-122.258499,650,1795
520,2915 Fulton St,0,0,37.856593,-122.263311,0,1852
521,2910 Fulton St,0,0,37.856632,-122.263987,0,2562
522,300 Caldecott Ln,1,1,37.85666,-122.221141,773,2400
523,2902 Wheeler St,0,0,37.856711,-122.265068,0,950
524,2314 Howe St,0,0,37.856728,-122.26058,0,1979
525,2911 Fulton St,0,0,37.85673,-122.26334,0,1750
526,2906 Wheeler St,0,0,37.856743,-122.264904,0,950
527,2925 Wheeler st,0,2,37.856759,-122.265307,0,1200
528,2904 Wheeler St,0,0,37.856762,-122.264926,0,950
529,2911 Deakin St,0,0,37.856872,-122.262257,0,2444
530,2525 Ashby Ave,0,0,37.856909,-122.255738,0,1979
531,1511 Stuart St,0,0,37.856939,-122.279428,0,1766
532,2924 Florence St,0,0,37.856952,-122.258681,0,1827
533,2923 Florence St,0,0,37.856976,-122.257925,0,1448
534,2918 Florence St,0,0,37.857073,-122.258698,0,2750
535,2119 Russell St,0,0,37.857075,-122.266121,0,1850
536,2918 Regent St,0,0,37.85709,-122.257319,0,1262
537,Deakin at Ashby,0,2,37.8571,-122.25,0,1300
538,2925 Regent St,0,0,37.857108,-122.256518,0,1992
539,2627 Ashby Ave,0,0,37.857196,-122.253921,0,2233
540,1809 Oregon St,0,0,37.857198,-122.27246,0,2750
541,2244 Russell St,0,0,37.85721,-122.261721,0,1599
542,1501 Stuart St,0,0,37.857225,-122.279541,0,1853
543,telegraph at howe,0,2,37.857226,-122.26018,0,1200
544,30 Domingo Ave,0,0,37.857256,-122.244139,0,2634
545,1811 Oregon St,0,0,37.857281,-122.272288,0,2750
546,2727 Park St,0,0,37.857299,-122.283102,0,1967
547,2808 Grant St,0,0,37.857315,-122.27339,0,800
548,1525 Stuart St,0,0,37.857353,-122.278528,0,2675
549,1730 Stuart St,0,0,37.857384,-122.273924,0,2220
550,28 Domingo Ave,0,0,37.857408,-122.244128,0,2650
551,1736 Stuart St,0,0,37.857413,-122.273716,0,1802
552,Park St,1,2,37.857426,-122.28378,1068,1500
553,2916 Hillegass Ave,0,0,37.857434,-122.25603,0,1666
554,2910 Regent St,0,0,37.857435,-122.257394,0,1262
555,2041 Oregon St,0,0,37.857503,-122.26896,0,2538
556,1730 Stuart Street,1,2,37.857507,-122.274184,900,1250
557,2919 Hillegass Ave,0,0,37.85752,-122.25527,0,1370
558,1609 Stuart St,0,0,37.857545,-122.277115,0,1213
559,22 Domingo Ave,0,0,37.857567,-122.244117,0,2507
560,1629 Stuart St,0,0,37.857591,-122.276467,0,2436
561,1947 Oregon St,0,0,37.8576,-122.269411,0,2046
562,1631 Stuart St,0,0,37.857609,-122.276322,0,2233
563,1730 Stuart St.,0,2,37.857618,-122.275176,0,1300
564,2703 Mathews St,0,0,37.857701,-122.286309,0,1356
565,2700 san pablo ave,1,2,37.857709,-122.288713,960,1350
566,1437 Ward St,1,2,37.857742,-122.281302,850,875
567,1914 Stuart St,0,0,37.857755,-122.270685,0,3100
568,1540 Ward St,0,0,37.857757,-122.278317,0,1320
569,2410 Russell St,0,2,37.857776,-122.25968,1200,2250
570,Ashby Place,1,1,37.857778,-122.252169,770,1400
571,2327 Russell St,0,0,37.857817,-122.260437,0,2695
572,2963 Linden Street,2,3,37.857826,-122.250479,1608,1500
573,2335 Russell St,0,0,37.857861,-122.260097,0,2393
574,2901 Regent St,0,0,37.857867,-122.256736,0,2335
575,1936 Stuart St,0,0,37.85789,-122.26966,0,1380
576,2727 Ashby Pl,0,0,37.857901,-122.252357,0,2455
577,1616 Ward St,0,0,37.857902,-122.276945,0,1314
578,Russell St.,1,2,37.857948,-122.258048,900,1550
579,2321 Russell St,0,0,37.857997,-122.260716,0,1462
580,1437 Ward St,0,0,37.857998,-122.280637,0,2100
581,2012 Stuart St,0,0,37.858009,-122.268738,0,2233
582,2149 Oregon St,0,0,37.858086,-122.264759,0,1750
583,0 0,1,1,37.858126,-122.240379,400,1675
584,2813 Shattuck Ave,0,0,37.858179,-122.266644,0,1015
585,2151 Oregon St,0,0,37.858184,-122.26461,0,1750
586,260 Caldecott Lane,1,1,37.858202,-122.220991,728,2250
587,2737 Grant St,0,0,37.858218,-122.272945,0,2294
588,2736 Grant St,0,0,37.858248,-122.273575,0,1463
589,2924 Claremont Ave,0,0,37.858265,-122.245456,0,1827
590,2722 Russell St,0,0,37.858271,-122.252095,0,2220
591,2807 Shattuck Ave,0,0,37.858302,-122.266537,0,2204
592,2108 Stuart St,0,0,37.858353,-122.266229,0,1517
593,1927 Stuart St,0,0,37.858362,-122.270256,0,1523
594,2110 Stuart St,0,0,37.858384,-122.265973,0,1555
595,Derby St at Acton St,0,2,37.858388,-122.283497,0,1900
596,1933 Stuart St,0,0,37.858396,-122.269983,0,1847
597,1945 Stuart St,0,0,37.858406,-122.269492,0,2015
598,2731 Grant St,0,0,37.858429,-122.273056,0,1776
599,2912 Claremont Ave,0,0,37.858437,-122.24541,0,2082
600,2243 Oregon St,0,0,37.858467,-122.262305,0,1295
601,2339 Oregon Street - Apt F,0,1,37.858481,-122.261388,0,1850
602,2116 Stuart St,0,0,37.858519,-122.265955,0,1555
603,Stuart at Adeline,0,2,37.858526,-122.26818,0,1225
604,1824 Ward St,0,0,37.858528,-122.272161,0,2075
605,2738 Milvia St,0,0,37.858541,-122.269393,0,2015
606,1110 Carleton St,1,2,37.858557,-122.288796,875,1625
607,2108 Stuart St.,1,1,37.858608,-122.266352,500,1945
608,college at russell,0,1,37.858626,-122.25378,0,2450
609,1717 Ward St,0,0,37.858728,-122.274805,0,1945
610,2339 Oregon St,0,0,37.858784,-122.259955,0,2295
611,2801 Fulton St,0,0,37.858786,-122.263897,0,1269
612,2709 McGee Ave,0,0,37.858816,-122.275588,0,1700
613,2711 McGee Ave,0,0,37.858826,-122.275442,0,1700
614,2733 Russell St,0,0,37.858833,-122.25166,0,2175
615,2828 College Ave,0,0,37.858847,-122.253582,0,2234
616,2901 Claremont Ave,0,0,37.858868,-122.244444,0,1776
617,2901 Claremont Ave.,0,1,37.858905,-122.244455,0,2900
618,440 Moraga Way,1,1,37.858913,-122.163355,650,1700
619,2901 Claremont Ave.,0,2,37.858926,-122.244479,0,1450
620,2817 Telegraph Ave,0,0,37.858945,-122.258945,0,2093
621,2143 Stuart St,0,0,37.859033,-122.265131,0,1950
622,2823 Cherry St,0,0,37.859034,-122.251892,0,2994
623,1509 Derby St,0,0,37.85904,-122.279664,0,1350
624,2817 Regent St,0,0,37.859082,-122.256598,0,1320
625,1716 Derby St,0,0,37.859103,-122.274846,0,1726
626,2818 Telegraph Ave,0,0,37.859124,-122.25947,0,1369
627,2817 College Ave,0,0,37.859136,-122.252932,0,1527
628,1724 Derby St,0,0,37.859144,-122.274527,0,1365
629,1535 Derby St,0,0,37.859174,-122.278632,0,1240
630,2818 Benvenue Ave,0,0,37.859187,-122.254856,0,2369
631,1525 Derby St,0,0,37.859188,-122.279122,0,1590
632,2821 Hillegass Ave,0,0,37.859203,-122.255349,0,2895
633,1704 Derby Street,1,1,37.859242,-122.275994,900,2300
634,2114 Ward St,0,0,37.85927,-122.266217,0,837
635,2118 Ward St,0,0,37.859287,-122.266078,0,1550
636,2821 Hillegass Avenue,1,2,37.859337,-122.255452,644,1397
637,2128 Ward St,0,0,37.859346,-122.265605,0,1475
638,2805 Telegraph Ave,0,0,37.859386,-122.259019,0,3800
639,2814 College Ave,0,0,37.859397,-122.253635,0,2030
640,2806 Regent St,0,0,37.85942,-122.257332,0,2436
641,2810 Cherry St,0,0,37.859432,-122.252546,0,2395
642,2801 Telegraph Ave,0,0,37.859435,-122.258847,0,3800
643,Stuart St at Telegraph,2,4,37.859438,-122.258112,1980,1375
644,2635 California St,0,0,37.859511,-122.277801,0,1751
645,Stuart at Telegraph,0,1,37.859526,-122.25988,0,1925
646,1536 Carleton St,0,0,37.859547,-122.278593,0,1827
647,2333 Stuart St,0,0,37.859599,-122.260802,0,2025
648,2212 Ward St,0,0,37.859611,-122.263528,0,2002
649,1504 Carleton St,0,0,37.859617,-122.279877,0,3000
650,1403 Carleton St,0,0,37.85963,-122.282247,0,1410
651,2627 California St,0,0,37.859665,-122.277813,0,1218
652,1409 Carleton St,0,0,37.859677,-122.281749,0,1795
653,2803 Hillegass Ave,0,0,37.85968,-122.255501,0,1500
654,2801 College Ave,0,0,37.859684,-122.253026,0,1618
655,2801 Cherry,2,4,37.85971,-122.253156,1150,1375
656,2817 College ave.,0,1,37.859714,-122.253947,0,1895
657,2426 stuart st,1,3,37.859794,-122.257984,1300,1150
658,2240 Ward St,0,0,37.859839,-122.262214,0,2944
659,2620 Stuart St,0,0,37.859844,-122.254803,0,2975
660,2810 Hillegass,0,1,37.859853,-122.256449,0,2995
661,1815 Derby St,0,0,37.859889,-122.272716,0,1958
662,2316 Ward St,0,0,37.859908,-122.261223,0,2300
663,California street at Carleton Street,1,2,37.859926,-122.27858,750,1225
664,1410 Parker St,0,0,37.859943,-122.282291,0,4100
665,2212 Ward St,0,2,37.859963,-122.264611,0,1397
666,2525 Stuart St,0,0,37.859971,-122.256162,0,1699
667,2703 Stuart St,0,0,37.860037,-122.253167,0,1878
668,1613 Carleton St,0,0,37.860078,-122.277621,0,1847
669,1617 Carleton St,0,0,37.860102,-122.277419,0,2114
670,2615 Stuart St,0,0,37.860103,-122.255147,0,1825
671,5th at Dwight,0,2,37.860133,-122.296522,1500,1875
672,2745 Hillegass Ave,0,0,37.860146,-122.255474,0,2189
673,2223 Ward St,0,0,37.86016,-122.263435,0,1649
674,1605 Carleton St,0,0,37.860177,-122.277851,0,1624
675,2723 Stuart St,0,0,37.860185,-122.252124,0,1800
676,2628 Martin Luthe King Jr Way,0,2,37.860201,-122.271888,0,1450
677,1611 Carleton St,0,0,37.86021,-122.277661,0,1847
678,1816 Carleton St,0,0,37.860212,-122.272855,0,1521
679,1615 Carleton St,0,0,37.860221,-122.277461,0,2114
680,ward at ellsworth,0,3,37.860226,-122.26268,0,1198
681,2231 Ward St,0,0,37.86023,-122.262915,0,3597
682,1508 Parker St,0,0,37.860265,-122.280008,0,1995
683,2608 Sacramento St,0,0,37.860275,-122.2807,0,2350
684,1329 Parker St,0,0,37.86031,-122.28382,0,1314
685,2735 Regent St,0,0,37.860333,-122.256731,0,1540
686,2747 College Ave,0,0,37.860343,-122.253095,0,2413
687,2737 Benvenue Ave,0,0,37.860353,-122.254253,0,1899
688,2740 College Ave,0,0,37.86038,-122.253741,0,2474
689,2732 Hillegass Ave,0,0,37.8604,-122.256121,0,2310
690,1538 Parker St,0,0,37.860423,-122.278786,0,1775
691,Carleton St at Grant St,1,2,37.860426,-122.27408,600,1150
692,2319 Ward St,0,0,37.86043,-122.261399,0,1950
693,2732 Benvenue Ave,0,0,37.860454,-122.254991,0,2437
694,1816 Carleton Street,0,1,37.860475,-122.273786,0,1800
695,2741 College Ave,0,0,37.860506,-122.253112,0,2419
696,2730 Garber St,0,0,37.860516,-122.251848,0,2500
697,1719 Carleton St,0,0,37.860538,-122.275036,0,1218
698,2407 Ward St,0,0,37.860555,-122.259464,0,1725
699,2713 Ellsworth St,0,0,37.860563,-122.261948,0,1649
700,2411 Ward St,0,0,37.860595,-122.259285,0,1725
701,2401 Ward St,0,0,37.8606,-122.25966,0,2791
702,2728 Benvenue Ave,0,0,37.860601,-122.254968,0,1906
703,1622 Parker St,0,0,37.860619,-122.277236,0,1500
704,2730 College Avenue,0,4,37.860658,-122.253671,2300,1587
705,Blake at Mabel,1,2,37.860726,-122.28558,500,950
706,2521 San Pablo Ave,0,0,37.860743,-122.289095,0,1370
707,1217 Blake St,0,0,37.860764,-122.286334,0,1675
708,2432 7th St,0,0,37.860766,-122.294551,0,1342
709,2447 8th St,0,0,37.860773,-122.292708,0,1885
710,1622 Parker St,1,2,37.860778,-122.277445,790,1200
711,2436 8th St,0,0,37.860826,-122.29341,0,1895
712,2721 Hillegass Ave,0,0,37.86083,-122.255636,0,2284
713,2203 Derby St,0,0,37.860849,-122.264283,0,2500
714,2433 7th St,0,0,37.860881,-122.293923,0,1400
715,1215 Blake St,0,0,37.860884,-122.286367,0,1675
716,2434 8th St,0,0,37.860917,-122.293447,0,2000
717,1736 Parker St,0,0,37.860927,-122.274364,0,1800
718,1728 Parker St,0,0,37.860945,-122.274817,0,3500
719,2431 7th St,0,0,37.860949,-122.293938,0,1117
720,2737 Garber St,0,0,37.860963,-122.25195,0,2497
721,1116 Dwight Way,0,0,37.860966,-122.288542,0,1750
722,2639 Fulton St,0,0,37.86097,-122.264232,0,2250
723,2763 Garber St,0,0,37.860993,-122.251463,0,1583
724,2430 8th St,0,0,37.861001,-122.293476,0,1200
725,1124 Dwight Way,0,0,37.861005,-122.288249,0,1243
726,2734 Piedmont Ave,0,0,37.86101,-122.251261,0,897
727,2638 Fulton St,0,0,37.861014,-122.264891,0,3069
728,2715 Hillegass Ave,0,0,37.861046,-122.255717,0,2361
729,0 0,0,1,37.861054,-122.291559,0,1800
730,2718 College Ave,0,0,37.861072,-122.253804,0,2081
731,2410 5th St,0,0,37.861076,-122.296988,0,1500
732,1615 Parker St,0,0,37.861102,-122.277715,0,1758
733,2227 Derby St,0,0,37.861103,-122.263256,0,2344
734,1937 Carleton St,0,0,37.861126,-122.270083,0,2025
735,1830 Parker St,0,0,37.861137,-122.272751,0,2975
736,2449 10th St,0,0,37.861159,-122.290451,0,2028
737,2715 Benvenue Ave,0,0,37.861183,-122.254334,0,2690
738,2435 9th St,0,0,37.861205,-122.291617,0,2132
739,2417 6th St,0,0,37.861209,-122.295173,0,1791
740,2436 10th St,0,0,37.861212,-122.291147,0,2487
741,2021 Carleton St,0,0,37.861319,-122.26865,0,1726
742,sacramento at blake,0,1,37.861326,-122.28118,0,1600
743,2627 Fulton St,0,0,37.861332,-122.264309,0,1816
744,2708 College Ave,0,0,37.861352,-122.253826,0,1716
745,1711 Parker St,0,0,37.861371,-122.275625,0,2842
746,1236 Dwight Way,0,0,37.861372,-122.285727,0,875
747,2329 Derby St,0,0,37.861403,-122.261018,0,1675
748,2728 Benvenue Ave,0,1,37.861412,-122.255394,0,1795
749,2415 7th St,0,0,37.86142,-122.294063,0,1650
750,1741 Parker St,0,0,37.861449,-122.274292,0,1922
751,2705 Benvenue Ave,0,0,37.861451,-122.25444,0,1878
752,2200 Carleton St,0,0,37.861472,-122.264353,0,1624
753,2704 College Ave,0,0,37.861491,-122.253751,0,2225
754,1620 Blake St,0,0,37.861505,-122.277419,0,1630
755,2703 Benvenue Ave,0,0,37.86151,-122.25457,0,1878
756,2642 Derby St,0,0,37.861549,-122.254013,0,3200
757,2703 Forest Ave,0,0,37.86155,-122.253175,0,1750
758,1245 Dwight,2,2,37.861555,-122.286819,1050,1750
759,1201 Dwight Way,0,0,37.861563,-122.287714,0,1675
760,2737 Forest Ave,0,0,37.861564,-122.251727,0,2995
761,2119 Carleton St,0,0,37.861609,-122.265983,0,2030
762,parker street,0,1,37.861626,-122.27228,0,2990
763,1322 dwight way,0,3,37.861678,-122.285309,0,1400
764,1621 Blake Street,0,1,37.861687,-122.278451,0,1695
765,2447 Derby St,0,0,37.861718,-122.257692,0,2750
766,2324 Carleton St,0,0,37.861724,-122.261299,0,3860
767,1734 Blake St,0,0,37.861739,-122.274745,0,1797
768,2443 Derby St,0,0,37.861741,-122.258045,0,4100
769,1321 Dwight Way,0,0,37.861777,-122.285299,0,1658
770,2427 San Pablo Ave,0,0,37.861779,-122.289589,0,1450
771,906 Channing Way,0,0,37.861821,-122.294172,0,2295
772,2429 San Pablo Ave,0,0,37.861835,-122.289425,0,1450
773,2646 Hillegass Ave,0,0,37.861844,-122.256352,0,2969
774,2411 8th St,0,0,37.86185,-122.293059,0,2106
775,2431 9th St,1,2,37.861875,-122.292427,600,1347
776,1742 Blake St,0,0,37.861885,-122.274418,0,2095
777,2667 Derby St,0,0,37.861905,-122.254301,0,1309
778,2699 Derby St,0,0,37.86191,-122.253821,0,2431
779,2712 Derby St,0,0,37.86192,-122.25294,0,1947
780,2211 Carleton St,0,0,37.861922,-122.264009,0,2049
781,Parker Street at Shattuck Avenue,1,2,37.861946,-122.268412,550,1150
782,2722 Derby St,0,0,37.861954,-122.252375,0,1421
783,0 0,0,1,37.861959,-122.255988,0,1750
784,2607 Fulton St,0,0,37.861986,-122.264447,0,2588
785,1621 Blake St,0,0,37.862002,-122.277667,0,1561
786,2637 Regent St,0,0,37.86201,-122.257108,0,2094
787,2704 Derby St,0,0,37.862016,-122.253111,0,1623
788,2114 Parker St,0,0,37.862027,-122.266117,0,1548
789,1625 Blake St,0,0,37.86203,-122.277517,0,1560
790,2120 Parker St,0,0,37.862046,-122.265947,0,2076
791,2124 Parker St,0,0,37.862092,-122.265604,0,2310
792,2632 Regent St,0,0,37.862098,-122.257868,0,2345
793,2620 Dana St.,0,1,37.862126,-122.26068,0,2200
794,2421 San Pablo Ave,0,0,37.862127,-122.289526,0,1539
795,839 Channing Way,0,0,37.862136,-122.29505,0,1775
796,2633 Regent St,0,0,37.862145,-122.257121,0,1370
797,2604 Fulton St,0,0,37.862159,-122.265074,0,2233
798,2635 Hillegass Ave,0,0,37.862182,-122.255815,0,3309
799,2134 Parker St,0,0,37.862194,-122.265303,0,1050
800,2609 Ellsworth St,0,0,37.862226,-122.26219,0,3057
801,1429 Dwight Way,0,0,37.862232,-122.282779,0,1834
802,2626 Regent St,0,0,37.862241,-122.257776,0,1500
803,2023 Parker St,0,0,37.86225,-122.268574,0,2500
804,2620 Dana St,0,0,37.862267,-122.260435,0,2113
805,2327 Carleton St,0,0,37.862272,-122.261358,0,1578
806,2210 Parker St,0,0,37.862278,-122.264174,0,1000
807,2212 Parker St,0,0,37.862287,-122.264171,0,1000
808,1717 Blake St,0,0,37.862288,-122.275527,0,2311
809,parker at shattuck,0,2,37.862301,-122.266159,0,1495
810,1920 Blake St,0,0,37.86231,-122.270799,0,1979
811,1315 Dwight Way,0,0,37.862315,-122.285405,0,1658
812,2218 Parker St,0,0,37.862322,-122.263858,0,1950
813,2208 Parker St,0,0,37.862371,-122.264344,0,3700
814,1626 Dwight Way,0,0,37.862377,-122.277696,0,1150
815,2717 Derby St,0,0,37.862378,-122.252757,0,1700
816,2627 Hillegass Ave,0,0,37.862387,-122.255836,0,2527
817,1654 Dwight Way,0,0,37.862395,-122.277448,0,1218
818,2631 Benvenue Ave,0,0,37.862407,-122.254512,0,1230
819,2409 Carleton St,0,0,37.862416,-122.259744,0,1210
820,2607 Ellsworth St,0,0,37.862417,-122.26223,0,1776
821,2625 Regent St,0,0,37.86242,-122.257149,0,2730
822,Telegraph,1,2,37.862426,-122.25938,900,1550
823,2819 Derby St,0,0,37.862448,-122.250464,0,3619
824,2252 Parker St,0,0,37.862459,-122.262854,0,2254
825,1662 Dwight Way,0,0,37.86246,-122.27731,0,2252
826,2636 College Ave,0,0,37.862472,-122.253769,0,2577
827,1936 Blake St,0,0,37.862473,-122.270244,0,1995
828,2634 College Ave,0,0,37.862483,-122.253881,0,2577
829,2605 Ellsworth St,0,0,37.862528,-122.26244,0,1517
830,1809 Blake St,0,0,37.862532,-122.273609,0,1909
831,2621 Regent St,0,0,37.862558,-122.257162,0,2350
832,2335 7th St,0,0,37.862572,-122.294451,0,1416
833,2328 7th St,0,0,37.862579,-122.295135,0,1613
834,1708 Dwight Way,0,0,37.862587,-122.276006,0,1411
835,2636 Etna St,0,0,37.862588,-122.25278,0,1421
836,2314 Parker St,0,0,37.862591,-122.261784,0,1975
837,2620 Hillegass Ave,0,0,37.862593,-122.256611,0,2171
838,2639 College Ave,0,0,37.862596,-122.25325,0,1995
839,1823 Blake St,0,0,37.862598,-122.273102,0,2200
840,1712 Dwight Way,0,0,37.862603,-122.275871,0,1320
841,1543 Dwight Way,0,0,37.862613,-122.279656,0,1472
842,Blake Street,0,1,37.862626,-122.27238,0,1300
843,2417 Browning St,0,0,37.862628,-122.286766,0,1500
844,2603 Ellsworth St,0,0,37.862637,-122.262411,0,2750
845,2016 Blake St,0,0,37.862651,-122.268989,0,1757
846,2221 Parker St,0,0,37.862675,-122.26393,0,1750
847,2619 Regent St,0,0,37.862695,-122.257174,0,1827
848,2337 8th St,0,0,37.8627,-122.293484,0,1200
849,2635 College Ave,0,0,37.862707,-122.253259,0,2466
850,2341 8th St,0,0,37.86271,-122.293328,0,1200
851,2419 Curtis St.,2,2,37.862714,-122.288325,1500,2100
852,2617 Hillegass Ave.,1,2,37.862725,-122.256052,820,1550
853,2618 Hillegass Ave,0,0,37.86273,-122.256626,0,1393
854,2617 Hillegass Ave,0,0,37.862748,-122.25587,0,3168
855,2398 Parker St,0,0,37.862756,-122.260514,0,2045
856,2636 Warring St,0,0,37.862758,-122.250503,0,2141
857,2617 Hillegass Ave,1,3,37.862759,-122.255945,870,1200
858,2620 Benvenue Ave,0,0,37.862768,-122.255204,0,2766
859,2620 College Ave,0,0,37.862773,-122.253915,0,2760
860,2631 College Ave,0,0,37.862817,-122.253273,0,3600
861,2644 Hillegass,0,2,37.862818,-122.25689,0,1697
862,Parker at Ellsworth,0,4,37.862826,-122.26318,1800,1237
863,2617 Hillegass Ave.,1,3,37.862827,-122.255881,810,1100
864,2615 Regent St,0,0,37.862831,-122.25719,0,3125
865,2223 Parker St,0,0,37.862849,-122.263961,0,1750
866,2619 Benvenue Ave,0,0,37.862866,-122.254732,0,3136
867,2332 9th St,0,0,37.862867,-122.292911,0,1500
868,2618 College Ave,0,0,37.862875,-122.254029,0,2861
869,2414 Parker St,0,0,37.862881,-122.259537,0,3295
870,2633 Piedmont Ave,0,0,37.862884,-122.251084,0,1750
871,2537 Fulton St,0,0,37.862887,-122.264625,0,2876
872,2622 College,0,1,37.8629,-122.254164,0,995
873,2227 Parker St,0,0,37.862901,-122.263575,0,1370
874,1039 Channing Way,0,0,37.862902,-122.290712,0,1750
875,2610 Regent St,0,0,37.862923,-122.257951,0,2576
876,2436 California St,0,0,37.862924,-122.279317,0,2538
877,2334 10th St,0,0,37.862949,-122.291718,0,2920
878,2124 Blake St,0,0,37.86295,-122.266068,0,1848
879,2610 Benvenue Ave,0,0,37.862972,-122.255335,0,3000
880,2536 Fulton St,0,0,37.862979,-122.265123,0,2796
881,0 0,0,1,37.863,-122.2749,0,2680
882,2626 Etna St,0,0,37.863003,-122.252823,0,1825
883,2610 Hillegass Ave,0,0,37.863019,-122.256654,0,2717
884,2420 Acton St,0,0,37.863029,-122.283435,0,2900
