,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,latitude,longitude,avg_rating,#cafes,#pubs
1674,2225 Hearst Avenue,230,1,37.87418,-122.266289,230,1375,0.399,37.8725593,-122.2650691,4.125,4,1
1675,hearst at spruce,0,1,37.874225,-122.26588,0,1695,0.38,37.87368847,-122.269113,4.025,4,0
1676,2119 Hearst Ave,0,0,37.87424,-122.268045,0,1536,0.491,37.87423043,-122.2709907,3.975,3,0
1677,1815 Delaware St,0,0,37.87427,-122.274863,0,2030,0.855,37.87368847,-122.269113,4.025,4,0
1678,2131 Hearst Ave,0,0,37.87428,-122.267706,0,1923,0.475,37.87423043,-122.2709212,3.975,3,0
1679,1817 Delaware St,0,0,37.874286,-122.274724,0,2200,0.847,37.8751324,-122.2807576,3.925,1,1
1680,1517 Francisco St,0,0,37.874295,-122.281675,0,2298,1.223,37.87426101,-122.2761227,3.975,3,0
1681,1706 Francisco St,0,0,37.874315,-122.277393,0,2741,0.992,37.87581879,-122.2782052,3.975,3,1
1682,1632 Francisco St,0,2,37.874323,-122.279694,0,1200,1.116,37.87405205,-122.2978167,3.875,3,1
1683,851 Cedar St,0,0,37.874332,-122.299343,0,1400,2.185,37.87432046,-122.2703357,4,4,0
1684,1835 Delaware St,0,0,37.874333,-122.273925,0,1761,0.805,37.87432046,-122.269806,4,4,0
1685,1929 Delaware,0,2,37.874335,-122.272498,0,1447,0.729,37.87423043,-122.2706237,3.975,3,0
1686,1831 Delaware St,0,0,37.874362,-122.274129,0,2204,0.816,37.87276239,-122.2650691,4.125,5,0
1687,2225 Hearst Ave,0,0,37.874377,-122.26577,0,1232,0.378,37.87426101,-122.2761227,3.975,3,0
1688,1716 Francisco St,0,0,37.874388,-122.276877,0,1979,0.965,37.87492693,-122.2978167,3.9,3,1
1689,853 Cedar St,0,0,37.874389,-122.299279,0,1400,2.182,37.87276239,-122.2649163,4.15,5,0
1690,2235 Hearst Ave,0,0,37.874397,-122.265576,0,1189,0.369,37.87368847,-122.269806,4,4,0
1691,2030 Delaware St,0,0,37.874418,-122.269488,0,1916,0.57,37.87432046,-122.2698567,4,4,0
1692,1905 Delaware St,0,0,37.874424,-122.272967,0,787,0.755,37.87432046,-122.2701517,4,4,0
1693,1742 MLK Jr Way,0,0,37.874443,-122.273557,0,2200,0.787,37.874556,-122.2743453,3.975,3,0
1694,1733 Grant St,0,0,37.874496,-122.275311,0,1926,0.882,37.87307125,-122.2649163,4.125,5,0
1695,2267 Hearst Ave,0,0,37.874507,-122.264736,0,2522,0.332,37.874556,-122.269806,4,4,0
1696,2028 Delaware St,0,0,37.874522,-122.269626,0,1916,0.58,37.8745091,-122.265033,4.1,5,0
1697,1856 Spruce St,0,0,37.874546,-122.265693,0,1939,0.38,37.87307125,-122.2649163,4.125,5,0
1698,2255 Hearst Ave,0,0,37.874549,-122.265082,0,1359,0.35,37.87432046,-122.269806,4,4,0
1699,1917 Delaware St,0,0,37.87457,-122.272508,0,1668,0.733,37.874556,-122.269806,4,4,0
1700,2032 Delaware St,0,0,37.874576,-122.269381,0,1916,0.568,37.874556,-122.269806,4,4,0
1701,1921 Delaware St,0,0,37.874592,-122.272336,0,2267,0.724,37.874556,-122.269806,4,4,0
1702,1925 Delaware St,0,0,37.874613,-122.272162,0,2479,0.715,37.874556,-122.2710822,3.975,3,0
1703,1812 Francisco St,0,0,37.874622,-122.275046,0,2664,0.869,37.87432046,-122.2698802,4,4,0
1704,1741 MLK Jr Way,0,0,37.874627,-122.273014,0,1100,0.761,37.874556,-122.269806,4,4,0
1705,1929 Delaware St,0,0,37.874636,-122.271991,0,2298,0.706,37.87446597,-122.269113,4.025,4,0
1706,1818 Walnut St,0,0,37.874644,-122.267787,0,2180,0.487,37.87581879,-122.2782052,3.975,3,1
1707,1623 Francisco St,0,0,37.874649,-122.27907,0,1950,1.086,37.874556,-122.269806,4,4,0
1708,1933 Delaware St,0,0,37.874654,-122.271818,0,2354,0.698,37.87307125,-122.2649163,4.125,5,0
1709,spruce at hearst,0,1,37.874667,-122.265365,0,2595,0.368,37.874556,-122.2708287,3.975,3,0
1710,1822 Francisco St,0,0,37.874686,-122.274539,0,2243,0.843,37.8745091,-122.265033,4.1,5,0
1711,1846 Spruce St,0,0,37.874687,-122.265709,0,1589,0.385,37.87307125,-122.2649163,4.125,5,0
1712,spruce at hearst,0,1,37.874718,-122.265258,0,2595,0.364,37.87604805,-122.2762169,3.975,3,1
1713,1635 Francisco St,0,0,37.874722,-122.27852,0,1928,1.057,37.8742875,-122.2924804,4,2,2
1714,1626 Cornell Ave,0,0,37.874739,-122.291464,0,3500,1.759,37.874556,-122.269806,4,4,0
1715,2079 Delaware,0,2,37.874743,-122.269631,0,1697,0.585,37.8745091,-122.2647784,4.15,5,0
1716,2283 Hearst Ave,0,0,37.874745,-122.264502,0,1511,0.33,37.87446597,-122.269113,4.025,4,0
1717,1806 Walnut St,0,0,37.874749,-122.267854,0,1785,0.493,37.874556,-122.2705222,3.975,3,0
1718,1836 Francisco St,0,0,37.874765,-122.273926,0,1929,0.811,37.87446597,-122.269113,4,4,0
1719,2120 Delaware St,0,0,37.874772,-122.268114,0,2090,0.507,37.874556,-122.269806,4,4,0
1720,2087 Delaware,0,2,37.874776,-122.269411,0,1197,0.574,37.874556,-122.269806,4,4,0
1721,2083 Delaware St,0,0,37.874799,-122.269193,0,2685,0.563,37.8745091,-122.2649163,4.125,5,0
1722,spruce at hearst,0,1,37.874803,-122.265279,0,2595,0.368,37.874556,-122.269806,4,4,0
1723,2079 Delaware St,0,0,37.874813,-122.26924,0,2685,0.566,37.8745191,-122.265033,4.075,5,0
1724,1820 Spruce St,0,0,37.874822,-122.265723,0,1771,0.39,37.874556,-122.2743453,3.975,3,0
1725,Francisco at Grant St.,1,1,37.874825,-122.27608,490,1600,0.927,37.874556,-122.269806,4,4,0
1726,1797 Shattuck Ave,1,2,37.874846,-122.269088,668,1742,0.559,37.8745091,-122.2647784,4.15,5,0
1727,2320 Le Conte Ave,1,1,37.874852,-122.264333,850,2500,0.326,37.874556,-122.269806,4,4,0
1728,2017 Delaware St,0,0,37.874854,-122.270281,0,2211,0.621,37.874556,-122.269806,4,4,0
1729,2019 Delaware,0,1,37.87487,-122.269828,0,1875,0.598,37.874556,-122.269806,4,4,0
1730,2019 Delaware St,0,0,37.874873,-122.270126,0,1243,0.613,37.87408655,-122.2644304,4.175,5,0
1731,2326 le conte ave,2,3,37.874887,-122.263507,1500,1900,0.292,37.87408655,-122.2644304,4.175,5,0
1732,2317 Hearst Ave,0,0,37.874899,-122.263034,0,1566,0.274,37.8745191,-122.2649163,4.1,5,0
1733,1827 Spruce St,0,0,37.874902,-122.26543,0,2284,0.379,37.874556,-122.2699919,3.975,3,0
1734,1910 Francisco St,0,0,37.874912,-122.272765,0,1624,0.752,37.87470165,-122.2936001,4,3,2
1735,1608 Kains Ave,0,0,37.87492,-122.293317,0,1015,1.861,37.8745091,-122.2649163,4.125,5,0
1736,1809 Spruce St,0,0,37.874921,-122.264839,0,2284,0.352,37.8745091,-122.2650691,4.1,5,0
1737,1817 Oxford St,0,0,37.87493,-122.266125,0,1821,0.413,37.87408655,-122.2644304,4.175,5,0
1738,2320 Le Conte Ave,0,0,37.874931,-122.263384,0,2293,0.289,37.8745091,-122.2649163,4.125,5,0
1739,1829 Spruce St.,1,2,37.874938,-122.264936,645,1500,0.357,37.8745091,-122.2647784,4.15,5,0
1740,1876 Arch St,0,0,37.874948,-122.264226,0,1649,0.326,37.87373885,-122.2634147,4.2,6,0
1741,1865 Euclid Avenue,0,1,37.875025,-122.26078,0,2200,0.214,37.8745191,-122.2649163,4.1,5,0
1742,1800 Spruce St,0,0,37.875026,-122.265749,0,2695,0.398,37.875218,-122.2743453,4,3,0
1743,1739 Francisco St,0,0,37.875031,-122.276094,0,1354,0.931,37.874556,-122.2702757,3.975,3,0
1744,Martin Luther King Jr Way at Francisco,0,1,37.875074,-122.273433,0,860,0.79,37.8750787,-122.269113,4,4,0
1745,0 0,2,2,37.875091,-122.268412,900,1750,0.53,37.8745091,-122.2647784,4.15,5,0
1746,1799 Spruce St,0,0,37.875096,-122.264774,0,2284,0.356,37.8745091,-122.2647784,4.15,5,0
1747,1862 Arch St,0,0,37.875098,-122.264346,0,1953,0.337,37.8747188,-122.269806,3.975,4,0
1748,1920 Francisco St,0,0,37.875108,-122.272526,0,2044,0.743,37.8750787,-122.269113,4,4,0
1749,1798 Walnut St,0,0,37.875114,-122.267804,0,2050,0.501,37.8745091,-122.2647784,4.15,5,0
1750,1829 Spruce St,0,0,37.875124,-122.264889,0,2284,0.362,37.87420024,-122.2644304,4.175,6,0
1751,2340 Le Conte Ave,0,0,37.87515,-122.263088,0,2119,0.288,37.8750787,-122.269113,4,4,0
1752,2125 Delaware St,0,0,37.875153,-122.26798,0,2884,0.511,37.8745191,-122.265033,4.075,5,0
1753,1793 Oxford St,0,0,37.87517,-122.266155,0,2614,0.422,37.8745091,-122.2647784,4.15,5,0
1754,1797 Spruce St,0,0,37.8752,-122.26479,0,2284,0.361,37.87193239,-122.2615775,4.2,6,0
1755,2511 Hearst Ave.,1,1,37.875209,-122.2597,200,1250,0.214,37.875218,-122.2714394,4,3,0
1756,1819 Francisco St,0,0,37.875216,-122.274695,0,1822,0.86,37.8750024,-122.2959699,3.95,3,2
1757,Walnut at Cedar,0,2,37.875225,-122.29448,0,1647,1.926,37.8752415,-122.269806,3.975,4,0
1758,2018 Francisco St,0,0,37.875237,-122.270201,0,2834,0.625,37.87512822,-122.2679431,4.05,3,0
1759,1817 Oxford St.,0,1,37.875243,-122.266946,0,800,0.462,37.87538105,-122.269113,3.975,4,0
1760,1797 shattuck,1,2,37.87526,-122.268459,668,1742,0.537,37.8745191,-122.2649163,4.1,5,0
1761,1815 Spruce St,0,0,37.875283,-122.265123,0,2733,0.379,37.8745091,-122.2649163,4.125,5,0
1762,1795 Spruce St,0,0,37.875296,-122.264793,0,2284,0.365,37.8745091,-122.2649163,4.125,5,0
1763,1850 Arch St,0,0,37.875306,-122.264369,0,2268,0.347,37.8745191,-122.2649163,4.1,5,0
1764,1786 Spruce St,0,0,37.875335,-122.265786,0,2320,0.411,37.8753808,-122.2699692,4,4,0
1765,1717 MLK Jr Way,0,0,37.875338,-122.273192,0,3400,0.783,37.87193239,-122.2615775,4.2,6,0
1766,1865 Euclid Ave,0,0,37.875342,-122.259973,0,1768,0.225,37.8745091,-122.2647784,4.15,5,0
1767,1793 Spruce St,0,0,37.875387,-122.26481,0,2284,0.369,37.87181303,-122.2615775,4.175,6,0
1768,2511 Hearst Ave,0,0,37.875429,-122.259581,0,1534,0.229,37.87518135,-122.2649163,4.1,5,0
1769,1783 Spruce St,0,0,37.875476,-122.265276,0,2360,0.393,37.87518135,-122.2647784,4.125,5,0
1770,1785 Spruce St,0,0,37.875504,-122.264937,0,2030,0.38,37.8753808,-122.269806,4,4,0
1771,1921 Francisco St,0,0,37.875514,-122.27236,0,1897,0.743,37.87564606,-122.269806,4,4,0
1772,Francisco at Mylvia,1,2,37.875531,-122.270021,900,1225,0.623,37.875218,-122.2709499,4,3,0
1773,1710 MLK Jr Way,0,0,37.875532,-122.273716,0,1600,0.814,37.8753808,-122.2699317,4,4,0
1774,1711 MLK Jr Way,0,0,37.875542,-122.273117,0,2025,0.783,37.87541355,-122.269113,4,4,0
1775,1760 Walnut St,0,0,37.875555,-122.267971,0,1823,0.522,37.87564606,-122.265033,4.075,6,0
1776,1773 Oxford St,0,0,37.875563,-122.266205,0,2875,0.439,37.87546334,-122.2649163,4.075,5,0
1777,1786 Spruce St.,0,1,37.875582,-122.265794,0,2195,0.421,37.87546334,-122.269113,4,4,0
1778,1725 Shattuck Ave,0,0,37.875594,-122.268396,0,1880,0.544,37.87564606,-122.2649163,4.1,6,0
1779,1800 Spruce,1,1,37.87566,-122.265831,675,2595,0.425,37.87521825,-122.2714006,4,3,0
1780,1822 Virginia St,0,0,37.875661,-122.274634,0,1850,0.865,37.87541355,-122.2683853,4,3,0
1781,1750 Walnut St,0,0,37.875699,-122.267989,0,2335,0.528,37.8748096,-122.2886963,3.975,1,3
1782,1306 Cedar St,0,0,37.875716,-122.288191,0,2436,1.59,37.87564606,-122.265033,4.075,6,0
1783,1765 Oxford St,0,0,37.87576,-122.26607,0,1782,0.44,37.87337024,-122.2615775,4.175,6,0
1784,2508 Ridge Rd,0,0,37.875763,-122.259798,0,1743,0.253,37.87337024,-122.2615775,4.175,6,0
1785,Ridge Rd. at Euclid,0,2,37.875768,-122.259679,0,1599,0.253,37.87564606,-122.269806,4,4,0
1786,2021 Francisco St,0,0,37.875779,-122.270237,0,2200,0.641,37.87564606,-122.269806,4,4,0
1787,2025 Francisco St,0,0,37.8758,-122.270083,0,2182,0.634,37.87337024,-122.2615775,4.175,6,0
1788,RIDGE RD. at EUCLID,0,1,37.875802,-122.259679,0,1960,0.255,37.87564606,-122.265033,4.075,6,0
1789,1757 Oxford St,0,0,37.875832,-122.266217,0,1721,0.45,37.87337024,-122.2615775,4.175,6,0
1790,Ridge Rd. at Euclid,0,1,37.875836,-122.259679,0,1940,0.258,37.87337024,-122.2615775,4.175,6,0
1791,Ridge Rd. at Euclid,0,2,37.875853,-122.259614,0,1597,0.259,37.87564606,-122.2646262,4.15,6,0
1792,1786 Spruce St.,0,1,37.875865,-122.265823,0,2595,0.433,37.87337024,-122.2615775,4.175,6,0
1793,2520 Ridge Rd,0,0,37.87587,-122.259669,0,2592,0.26,37.87538105,-122.269806,4,4,0
1794,1708 Milvia St,0,0,37.875881,-122.271375,0,2493,0.701,37.87337024,-122.2615775,4.175,6,0
1795,Ridge Rd. at Euclid,0,2,37.875887,-122.259657,0,1875,0.261,37.87538105,-122.269806,4,4,0
1796,1922 Virginia St,0,0,37.875894,-122.272344,0,1934,0.751,37.87337024,-122.2615775,4.175,6,0
1797,RIDGE RD. at EUCLID,0,2,37.87592,-122.259743,0,1649,0.264,37.87337024,-122.2615775,4.175,6,0
1798,Ridge Rd. at Euclid,0,2,37.875937,-122.259657,0,1549,0.264,37.8762703,-122.2747826,4,3,0
1799,1737 Virginia St,0,0,37.87594,-122.276405,0,2180,0.963,37.87337024,-122.2615775,4.175,6,0
1800,Ridge Rd. at Euclid,0,2,37.875954,-122.259486,0,1599,0.265,37.87337024,-122.2615775,4.175,6,0
1801,2516 Ridge Rd,0,0,37.875964,-122.259768,0,2592,0.267,37.87564606,-122.265033,4.1,6,0
1802,1749 Oxford St,0,0,37.875968,-122.26622,0,1826,0.455,37.87337024,-122.2615775,4.175,6,0
1803,Ridge Rd. at Euclid,0,1,37.87598,-122.259722,0,1960,0.268,37.875055,-122.2942445,3.95,2,2
1804,1127 Hopkins St,0,0,37.876,-122.293046,0,1857,1.855,37.87592595,-122.2647784,4.15,6,0
1805,Spruce Street at Virginia,1,2,37.876022,-122.265215,1100,2000,0.414,37.87564606,-122.2646262,4.15,6,0
1806,1742 Spruce St,0,0,37.876047,-122.265655,0,2071,0.434,37.87592595,-122.2647784,4.15,6,0
1807,Spruce at Hearst,0,3,37.876073,-122.265065,1500,1933,0.41,37.87541355,-122.2683853,4,3,0
1808,1728 Walnut St,0,0,37.876108,-122.268032,0,2700,0.543,37.87564606,-122.265033,4.1,6,0
1809,1739 Oxford St,0,0,37.87612,-122.266234,0,1320,0.462,37.87564606,-122.269806,4,4,0
1810,1709 Shattuck Ave,1,1,37.876125,-122.26938,650,2400,0.609,37.87546334,-122.269113,4,4,0
1811,1709 Shattuck Ave,0,0,37.876152,-122.26846,0,2440,0.565,37.87564606,-122.2646262,4.15,6,0
1812,1738 Spruce St,0,0,37.876164,-122.265768,0,3444,0.444,37.87564606,-122.269806,4,4,0
1813,2022 Virginia St,0,0,37.876182,-122.270091,0,2815,0.645,37.87564606,-122.269806,4,4,0
1814,2014 Virginia St,0,0,37.876191,-122.270425,0,1408,0.662,37.87507691,-122.2947622,4,3,2
1815,1509 Kains Ave,0,0,37.876222,-122.293205,0,1929,1.866,37.87541355,-122.2683853,4,3,0
1816,1722 Walnut St,0,0,37.876232,-122.268051,0,2686,0.549,37.87546334,-122.269113,4,4,0
1817,1722 Walnut St,1,1,37.876243,-122.268158,800,2750,0.554,37.87628726,-122.2707541,4,3,0
1818,1649 MLK Jr Way,0,0,37.87626,-122.273341,0,2395,0.811,37.87628726,-122.2706766,4,3,0
1819,1903 Virginia St,0,0,37.876279,-122.273186,0,2042,0.803,37.87564606,-122.2646262,4.15,6,0
1820,1734 Spruce St,0,0,37.8763,-122.265755,0,1139,0.449,37.87426155,-122.2634416,4.2,6,0
1821,1799 Euclid Ave,0,0,37.876309,-122.260062,0,1677,0.292,37.87597354,-122.2647218,4.15,6,0
1822,1725 Oxford St,0,0,37.87633,-122.266247,0,1194,0.471,37.87564606,-122.2646262,4.15,6,0
1823,1720 Spruce Street,0,1,37.876378,-122.265515,0,3100,0.443,37.87426155,-122.2616044,4.175,6,0
1824,2523 Ridge Rd,0,0,37.876397,-122.259555,0,2134,0.296,37.87389295,-122.2616044,4.15,6,0
1825,2531 Ridge Rd,0,0,37.876439,-122.25903,0,1282,0.3,37.87548585,-122.2981087,3.95,4,1
1826,844 Page Street,0,1,37.876479,-122.300456,0,1600,2.261,37.87597354,-122.2647218,4.15,6,0
1827,1730 Spruce St,0,0,37.876487,-122.265771,0,2258,0.458,37.87655227,-122.2683853,4.025,3,0
1828,2112 Virginia St,0,0,37.876501,-122.268225,0,2050,0.567,37.87548585,-122.2981087,3.95,4,1
1829,1439 8th St,0,0,37.876525,-122.29779,0,1980,2.117,37.87518135,-122.2646262,4.15,6,0
1830,2451 LE CONTE AVE,0,1,37.876533,-122.26196,0,1995,0.334,37.87597354,-122.2647218,4.15,6,0
1831,1738 Spruce Street,0,1,37.876568,-122.265799,0,1400,0.463,37.87655227,-122.2683853,4.025,3,0
1832,1700 Walnut St,0,0,37.87658,-122.268015,0,3299,0.56,37.87597354,-122.2647218,4.15,6,0
1833,1717 Oxford St,0,0,37.876582,-122.266276,0,1858,0.484,37.87209114,-122.2604822,4.075,5,0
1834,1771 Highland Pl,0,0,37.876602,-122.25547,0,2162,0.379,37.87325088,-122.2615775,4.15,6,0
1835,2615 Ridge Rd,0,0,37.876613,-122.257933,0,1925,0.322,37.87628726,-122.2706911,4,3,0
1836,1635 MLK Jr Way,0,0,37.876622,-122.273215,0,2403,0.813,37.87633656,-122.2747826,4.05,3,0
1837,LINCOLN AVE at grant street,0,1,37.876625,-122.27628,0,1795,0.97,37.8731958,-122.2613815,4.1,6,0
1838,1770 La Loma Ave,0,0,37.876627,-122.257207,0,406,0.336,37.87210614,-122.2613581,4.1,6,0
1839,La Loma at Ridge,0,4,37.876632,-122.257018,2000,1487,0.34,37.87633656,-122.2747826,4.05,3,0
1840,1627 Grant St,0,0,37.876636,-122.275531,0,1989,0.932,37.87597354,-122.2647218,4.15,6,0
1841,1720 Spruce St,0,0,37.876671,-122.265804,0,2450,0.468,37.87213864,-122.2606681,4.075,5,0
1842,2701 Ridge Rd,0,0,37.876697,-122.25683,0,2506,0.348,37.87628726,-122.2715221,4,3,0
1843,1624 Josephine St,0,0,37.8767,-122.274877,0,2800,0.9,37.87633656,-122.2747826,4.05,3,0
1844,1625 Grant St,0,0,37.876724,-122.275716,0,1193,0.944,37.87215614,-122.2606681,4.075,5,0
1845,2703 Ridge Rd,0,0,37.876732,-122.256617,0,1929,0.355,37.87633656,-122.2747826,4.05,3,0
1846,1623 Grant St,0,0,37.876747,-122.275542,0,1193,0.935,37.8744011,-122.2636681,4.175,6,0
1847,2552 Le Conte Ave,0,0,37.876796,-122.259501,0,3058,0.324,37.87606501,-122.2762799,4.025,3,1
1848,1611 McGee Ave,0,0,37.876804,-122.277993,0,1475,1.063,37.87219364,-122.2606681,4.075,5,0
1849,2705 Ridge Rd,0,0,37.876807,-122.256441,0,1818,0.364,37.87597354,-122.2647218,4.15,6,0
1850,1700 Spruce St,0,0,37.876819,-122.26584,0,1941,0.476,37.87597354,-122.2647218,4.15,6,0
1851,1715 Spruce St,0,0,37.876829,-122.265142,0,3749,0.45,37.87201698,-122.2604822,4.075,5,0
1852,1735 Highland Pl,0,0,37.876836,-122.255771,0,2042,0.384,37.8744011,-122.2616044,4.15,6,0
1853,2572 Le Conte Ave,0,0,37.876841,-122.259163,0,1624,0.327,37.87667261,-122.2747826,4.05,3,0
1854,1619 Grant St,0,0,37.876857,-122.275556,0,1523,0.938,37.87687975,-122.2651154,4.1,6,0
1855,1694 Oxford St,0,0,37.876899,-122.266855,0,2030,0.522,37.87655227,-122.2651678,4.05,4,0
1856,Walnut at Virginia,1,2,37.876903,-122.267747,1100,1600,0.561,37.87628726,-122.2705164,4,3,0
1857,1626 Bonita Ave,0,0,37.876905,-122.27276,0,1995,0.798,37.87633656,-122.2747826,4.05,3,0
1858,1739 Lincoln St,0,0,37.876908,-122.276451,0,2197,0.986,37.87725075,-122.2981087,3.95,5,1
1859,901 Page St,0,0,37.876937,-122.299229,0,2029,2.199,37.87683216,-122.2651677,4.1,6,0
1860,2143 Virginia St,0,0,37.876952,-122.267302,0,2800,0.543,37.87683216,-122.2651677,4.1,6,0
1861,2141A Virginia,0,1,37.876954,-122.267411,0,1995,0.548,37.87667261,-122.269806,4.025,4,0
1862,1634 Milvia St,0,0,37.876967,-122.271624,0,3100,0.744,37.87667261,-122.269806,4.025,4,0
1863,1622 Milvia,0,2,37.877002,-122.27178,0,1347,0.753,37.87655227,-122.2651678,4.05,4,0
1864,Walnut at Virginia,3,5,37.877004,-122.267768,1800,1080,0.566,37.87725075,-122.2981087,3.95,5,1
1865,0 0,1,2,37.877021,-122.301865,800,975,2.342,37.87633656,-122.2752459,4.025,3,1
1866,1603 McGee Ave,0,0,37.877023,-122.277929,0,2500,1.065,37.87667261,-122.269806,4.025,4,0
1867,1618 Milvia,0,3,37.877043,-122.27178,0,1065,0.754,37.87667261,-122.2708216,4,3,0
1868,1629 Martin Luther King Jr Way,0,2,37.877055,-122.273476,0,1375,0.838,37.87518135,-122.2646262,4.15,6,0
1869,2451 Le Conte Ave,0,0,37.877061,-122.261609,0,1639,0.361,37.87667261,-122.269806,4.025,4,0
1870,1624 Milvia St,0,0,37.877088,-122.27164,0,2288,0.749,37.87628726,-122.2713026,4.025,3,0
1871,1619 Josephine St,0,0,37.877111,-122.274438,0,2493,0.888,37.87633656,-122.2747826,4.05,3,0
1872,1602 Edith St,0,0,37.877124,-122.277324,0,2436,1.036,37.875448,-122.2890798,4,1,2
1873,1329 rose st,1,1,37.877134,-122.287807,600,1850,1.588,37.87683216,-122.2651677,4.1,6,0
1874,1641 Walnut St,0,0,37.877138,-122.267491,0,2200,0.559,37.87518135,-122.2646262,4.15,6,0
1875,2525 Le Conte Ave,0,0,37.877151,-122.260219,0,2824,0.35,37.87633656,-122.2747826,4.05,3,0
1876,1604 Grant St,0,0,37.877155,-122.276196,0,2342,0.978,37.87518135,-122.2645595,4.15,6,0
1877,2541 Le Conte Ave,0,0,37.877185,-122.259675,0,1909,0.351,37.87667261,-122.269806,4.025,4,0
1878,1622 Milvia St,0,0,37.877198,-122.271652,0,1928,0.753,37.8744011,-122.2636681,4.175,6,0
1879,2547 Le Conte Ave,0,0,37.877238,-122.259471,0,1909,0.354,37.875448,-122.2895254,4,2,2
1880,1252 Hopkins St,0,0,37.877287,-122.28962,0,1370,1.687,37.87667261,-122.269806,4.025,4,0
1881,1620 Milvia St,0,0,37.877302,-122.27166,0,1675,0.757,37.87683216,-122.2651678,4.1,5,0
1882,1672 Oxford,0,1,37.877303,-122.267207,0,1675,0.554,37.87725075,-122.2981087,3.95,5,1
1883,1416 8th St,0,0,37.877309,-122.29873,0,1100,2.176,37.87633656,-122.2747826,4.05,3,0
1884,1742 Cedar St,0,0,37.877313,-122.276217,0,1573,0.983,37.87518135,-122.2644855,4.15,6,0
1885,2559 Le Conte Ave,0,0,37.877327,-122.259527,0,1909,0.36,37.87683216,-122.2651678,4.1,5,0
1886,1631 Walnut St,0,0,37.877341,-122.26751,0,1596,0.569,37.87667261,-122.2707346,4,3,0
1887,1615 MLK Jr Way,0,0,37.877349,-122.273302,0,2408,0.838,37.87667261,-122.269806,4.025,4,0
1888,Lincoln St. at Milivia St,1,1,37.87736,-122.270536,420,1500,0.705,37.87667261,-122.2747826,4.05,3,0
1889,1604 Josephine St,0,0,37.877363,-122.275141,0,2436,0.93,37.8744011,-122.2636681,4.175,6,0
1890,2575 Le Conte Ave,0,0,37.877364,-122.25927,0,2295,0.363,37.87667261,-122.2705164,4,3,0
1891,1618 Milvia St,0,0,37.8774,-122.271675,0,2415,0.761,37.87667261,-122.269806,4.025,4,0
1892,2005 Lincoln Street,2,3,37.877411,-122.270644,851,1165,0.712,37.87695926,-122.2647996,4.15,6,0
1893,2420 Virginia St,0,0,37.877439,-122.262076,0,1355,0.395,37.87667261,-122.269113,4.025,4,0
1894,Lincoln St. at Milvia,1,1,37.877445,-122.27,400,1500,0.683,37.875448,-122.2890798,4,1,2
1895,1339 Rose St,0,0,37.877453,-122.287627,0,1650,1.583,37.87683216,-122.2651678,4.1,5,0
1896,1629 Walnut St,0,0,37.877476,-122.267526,0,2375,0.575,37.875448,-122.2890798,4,1,2
1897,1290 Hopkins St,0,0,37.877478,-122.288522,0,2220,1.631,37.87608996,-122.2647528,4.175,6,0
1898,2472 Virginia St,0,0,37.877482,-122.261158,0,2928,0.382,37.87695926,-122.2649163,4.1,6,0
1899,1669 Oxford St,0,0,37.877486,-122.266386,0,1822,0.53,37.87725075,-122.2981087,3.95,5,1
1900,1415.7th Street,1,2,37.877489,-122.29994,750,1050,2.243,37.875448,-122.2895254,3.975,1,2
1901,1260 Hopkins St,0,0,37.877516,-122.28911,0,2148,1.663,37.87667261,-122.269806,4.05,4,0
1902,2005 Lincoln St,0,0,37.877521,-122.271014,0,2366,0.733,37.87667261,-122.2747826,4.05,3,0
1903,Josephine at Cedar,0,3,37.877525,-122.27518,0,1198,0.937,37.87695926,-122.2647996,4.15,6,0
1904,2377-B Virginia st.,1,1,37.87753,-122.263091,400,1850,0.423,37.87518135,-122.2646262,4.15,6,0
1905,1717 Euclid Ave,0,0,37.877541,-122.260341,0,1800,0.378,37.87679841,-122.269806,4.025,3,0
1906,2013 Lincoln St,0,0,37.87756,-122.270711,0,1592,0.721,37.87695926,-122.2647996,4.15,6,0
1907,2477 Virginia Street,0,2,37.87758,-122.261551,0,1550,0.394,37.87667261,-122.2705164,4,3,0
1908,1609 Bonita Ave,0,0,37.877589,-122.272163,0,2842,0.79,37.87695926,-122.2647996,4.15,6,0
1909,2393 Virginia St,0,0,37.877633,-122.26289,0,1568,0.425,37.87719239,-122.2649163,4.125,6,0
1910,1628 Spruce St,0,0,37.877724,-122.265952,0,743,0.525,37.87667261,-122.2747826,4.05,3,0
1911,Cedar at Martin Luther King,2,2,37.877725,-122.27408,800,1650,0.888,37.87725075,-122.2964468,3.975,5,1
1912,1433 9th St,0,0,37.877733,-122.296963,0,2012,2.086,37.87746487,-122.2964468,3.95,5,1
1913,1412 9th St,0,0,37.877737,-122.29753,0,1703,2.117,37.87695926,-122.2647528,4.15,6,0
1914,1682 Scenic Ave,0,0,37.877754,-122.262934,0,1568,0.433,37.87695926,-122.2647528,4.15,6,0
1915,1684 Scenic Ave,0,0,37.877755,-122.262865,0,1568,0.432,37.87667261,-122.269806,4.05,4,0
1916,1607 Milvia St,0,0,37.877776,-122.27106,0,2295,0.745,37.87695926,-122.2649163,4.1,6,0
1917,1650 Oxford St,0,0,37.877786,-122.26709,0,1411,0.572,37.87695926,-122.2647996,4.15,6,0
