address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs
2130 Ashby Ave,0,0,37.855214,-122.265148,0,1421,1.206,4.025,3,0
2130 Essex St,0,0,37.853774,-122.264929,0,1314,1.299,3.975,3,1
2131 Blake St,0,0,37.863502,-122.265957,0,888,0.691,4.075,1,2
2131 Hearst Ave,0,0,37.87428,-122.267706,0,1923,0.475,3.975,3,0
2131 Prince St,0,0,37.853504,-122.264813,0,3200,1.316,3.975,3,1
2131 Rose St,0,0,37.882467,-122.2681,0,1437,0.856,4.05,3,0
2132 McGee Ave,0,0,37.868784,-122.277619,0,2893,1.018,3.975,4,2
2132 Roosevelt,0,2,37.868947,-122.27643,0,1247,0.952,3.975,1,2
2132 Roosevelt,0,2,37.86957,-122.276615,0,1247,0.954,3.975,1,2
2132 Roosevelt Ave,0,0,37.868902,-122.276485,0,1776,0.956,3.95,1,2
2133 Grant St,0,0,37.869098,-122.274674,0,2286,0.857,3.95,5,2
2133 Haste St,0,0,37.865271,-122.265925,0,2795,0.589,4.15,1,2
2133 Spaulding Ave,0,0,37.868196,-122.280306,0,1901,1.171,3.975,2,2
2134 McGee Ave,0,0,37.868667,-122.277617,0,1785,1.02,3.95,4,2
2134 Parker St,0,0,37.862194,-122.265303,0,1050,0.754,4.075,1,1
2134 Woolsey St,0,0,37.852358,-122.264611,0,1350,1.391,4,3,1
2135 Cedar St,0,0,37.878854,-122.267488,0,3978,0.639,4.1,6,0
2135 Haste St,0,0,37.865194,-122.265743,0,2795,0.587,4.125,1,2
2137 Emerson St,0,0,37.85489,-122.265518,0,1421,1.232,4.025,3,1
2137 Haste St,0,0,37.865257,-122.265797,0,2795,0.585,4.125,1,2
2138 Kittredge St,0,0,37.868341,-122.266998,0,1523,0.487,3.975,5,1
2139 Grant St,0,0,37.869046,-122.274866,0,2286,0.868,3.95,5,1
2140 Roosevelt Ave,0,0,37.868731,-122.276448,0,2695,0.957,4,2,1
2140 Woolsey St,0,0,37.852385,-122.264356,0,2560,1.386,4,3,1
2141A Virginia,0,1,37.876954,-122.267411,0,1995,0.548,4.025,4,0
2143 Cedar St,0,0,37.878873,-122.26735,0,1254,0.635,4.025,3,0
2143 Stuart St,0,0,37.859033,-122.265131,0,1950,0.953,4.05,3,0
2143 Virginia St,0,0,37.876952,-122.267302,0,2800,0.543,4.1,6,0
2144 California St,0,0,37.86821,-122.279864,0,2385,1.147,3.95,4,2
2147 Emerson St,0,0,37.854936,-122.265182,0,1624,1.225,4.025,3,1
2149 Oregon St,0,0,37.858086,-122.264759,0,1750,1.009,4.05,4,0
2150 Channing Way,0,0,37.865778,-122.265872,0,2267,0.559,4.025,1,1
2150 Oxford Street,1,2,37.869806,-122.26603,625,1350,0.392,3.925,4,2
2151 Oregon St,0,0,37.858184,-122.26461,0,1750,1,4.05,4,0
2155 Ashby Ave,0,0,37.855854,-122.264133,0,2639,1.149,4.025,3,0
2159 Acton St,0,0,37.868055,-122.283628,0,1863,1.35,4.1,1,2
2160 Vine St,0,0,37.880228,-122.267261,0,1200,0.704,4.025,3,0
2171 Allston Way,0,0,37.86989,-122.26615,0,1126,0.396,3.95,4,2
2172 Blake St,0,0,37.863043,-122.265349,0,1886,0.703,4.05,1,1
2198 Blake St,0,0,37.863065,-122.265177,0,2796,0.697,4.05,1,1
22 Domingo Ave,0,0,37.857567,-122.244117,0,2507,1.308,3.95,2,1
2200 Carleton St,0,0,37.861472,-122.264353,0,1624,0.78,4.05,1,0
2200 Dwight Way,0,0,37.864106,-122.265079,0,2719,0.631,4.075,1,1
2202 Blake St,0,0,37.863243,-122.264696,0,2741,0.675,4.05,1,1
2203 Derby St,0,0,37.860849,-122.264283,0,2500,0.82,4.05,1,0
2204 Dwight Way,0,0,37.864096,-122.264945,0,3400,0.628,4.075,1,1
2206 Haste St,0,0,37.864974,-122.265099,0,1332,0.58,4.1,1,2
2206 McKinley Ave,0,0,37.868399,-122.274018,0,863,0.835,3.925,1,0
2207 Bonar St,0,0,37.866568,-122.286557,0,1420,1.529,4.05,1,1
2208 Dwight Way,0,0,37.864039,-122.264675,0,1707,0.625,4.05,1,1
2208 McGee Ave,0,0,37.867733,-122.277501,0,2356,1.031,3.975,4,2
2208 Parker St,0,0,37.862371,-122.264344,0,3700,0.722,4.025,1,1
2210 Curtis St,0,0,37.8661,-122.289168,0,3020,1.676,3.925,1,0
2210 Durant Ave,0,0,37.866712,-122.265214,0,2652,0.487,3.95,0,0
2210 Durant Ave,1,3,37.866774,-122.265172,585,1165,0.482,4.1,1,2
2210 Durant Avenue,1,2,37.866689,-122.265193,680,1475,0.487,4.075,1,0
2210 Haste St,0,0,37.865007,-122.264844,0,831,0.571,4.075,1,2
2210 McKinley Ave,0,0,37.868034,-122.274118,0,2175,0.849,3.975,4,2
2210 Parker St,0,0,37.862278,-122.264174,0,1000,0.725,4.025,1,1
2211 Carleton St,0,0,37.861922,-122.264009,0,2049,0.745,4.05,1,0
2211 Channing Way,0,0,37.86636,-122.265134,0,2488,0.503,3.95,0,0
2212 Ashby Ave,0,0,37.85549,-122.262754,0,2287,1.16,4.025,4,1
2212 Blake St,0,0,37.863168,-122.26438,0,2132,0.672,4.05,1,1
2212 Parker St,0,0,37.862287,-122.264171,0,1000,0.724,4.025,1,1
2212 San Pablo Ave,0,0,37.865812,-122.2914,0,1600,1.799,4.1,1,2
2212 Ward St,0,0,37.859611,-122.263528,0,2002,0.89,4.05,3,0
2212 Ward St,0,2,37.859963,-122.264611,0,1397,0.883,4.05,2,0
2213 Dwight Way,0,0,37.8646,-122.264602,0,2495,0.589,4.075,1,1
2213 San Pablo Ave,0,0,37.86595,-122.290664,0,893,1.758,4.125,1,2
2214 Ashby Ave,0,0,37.855647,-122.262733,0,2287,1.149,4.025,4,1
2214 Channing Way,0,0,37.865919,-122.264815,0,1825,0.517,4.05,0,0
2214 Durant Ave,0,0,37.866731,-122.265063,0,2230,0.48,3.95,4,1
2214 Haste St,0,0,37.864969,-122.264678,0,1417,0.569,4.075,1,2
2215 Blake St,0,0,37.863702,-122.2644,0,2263,0.639,4.025,1,1
2215 Bonar St,0,0,37.866324,-122.286565,0,1573,1.534,4.125,1,2
2215 Channing Way,0,0,37.866381,-122.264969,0,3044,0.496,3.95,0,0
2215 Grant St,0,0,37.867978,-122.274563,0,1704,0.873,4.1,0,0
2215 Jefferson Ave,0,0,37.867544,-122.277931,0,2500,1.057,4.125,1,2
2216 Channing Way,2,3,37.866286,-122.26512,1750,1433,0.506,4.1,1,2
2217 9th St,0,0,37.865385,-122.29298,0,1976,1.89,4.025,2,2
2217 Dwight Way,0,0,37.864507,-122.264476,0,1878,0.591,4.075,1,1
2218 Durant Ave,0,0,37.866751,-122.264906,0,1008,0.474,4.075,1,2
2218 Haste St,0,0,37.864991,-122.264506,0,1537,0.563,4.075,1,1
2218 Parker St,0,0,37.862322,-122.263858,0,1950,0.716,4.025,1,1
2219 Channing Way,0,0,37.866405,-122.264791,0,2200,0.489,4.075,0,0
2219 Dwight Way,0,0,37.86462,-122.264432,0,1878,0.583,4.075,1,1
2219 Jefferson Ave,0,0,37.867379,-122.277919,0,2495,1.06,4.1,1,2
2220 Dwight,0,1,37.864267,-122.26485,0,1990,0.615,4.075,1,1
2221 Dwight Way,0,0,37.864645,-122.264258,0,2845,0.577,4.075,1,1
2221 Parker St,0,0,37.862675,-122.26393,0,1750,0.695,4.025,1,1
2222 Durant Ave,0,0,37.866775,-122.264714,0,1023,0.466,3.925,3,1
2222 Dwight Way,0,0,37.864113,-122.264134,0,1107,0.607,4.05,1,1
2222 Haste St,0,0,37.86501,-122.264341,0,2200,0.557,4.075,1,1
2223 Dwight Way,0,0,37.864665,-122.264084,0,1647,0.572,4.075,1,1
2223 Parker St,0,0,37.862849,-122.263961,0,1750,0.684,4.025,1,1
2223 San Pablo Ave,0,0,37.865714,-122.290571,0,1421,1.757,4.025,2,2
2223 Ward St,0,0,37.86016,-122.263435,0,1649,0.852,4.025,1,0
2224 Dwight Way,0,0,37.864272,-122.264159,0,1107,0.598,4.05,1,1
2224 Grant St,0,0,37.867476,-122.2752,0,1497,0.917,3.975,0,0
2225 8th St,0,0,37.864801,-122.294002,0,2100,1.954,3.95,3,1
2225 Hearst Ave,0,0,37.874377,-122.26577,0,1232,0.378,3.975,3,0
2225 Hearst Avenue,230,1,37.87418,-122.266289,230,1375,0.399,4.125,4,1
2225 Spaulding Ave,0,0,37.866813,-122.280154,0,1270,1.188,3.925,1,0
2226 7th St,0,0,37.864197,-122.29566,0,1979,2.052,3.95,3,1
2226 Durant Ave,0,0,37.866799,-122.264534,0,1257,0.459,4.05,4,1
2226 Dwight Way,0,0,37.864319,-122.264003,0,2007,0.591,4.05,1,1
2227 Derby St,0,0,37.861103,-122.263256,0,2344,0.787,4.05,1,0
2227 Parker St,0,0,37.862901,-122.263575,0,1370,0.673,4.025,1,1
2228 Dwight Way,0,0,37.864147,-122.263878,0,2007,0.599,4.05,1,1
2228 San Pablo Ave,0,0,37.865382,-122.291239,0,1950,1.798,3.975,3,1
2229 mcgee,1,1,37.865093,-122.275493,750,2000,1.001,4.025,3,2
2229 McGee Ave,0,0,37.867051,-122.276736,0,1725,1.006,3.925,1,0
2230 Durant Ave,0,0,37.866825,-122.264325,0,1249,0.451,3.925,1,0
2230 Dwight Way,0,0,37.864191,-122.263534,0,2435,0.589,4.025,1,1
2230 Haste St,0,0,37.865041,-122.264094,0,2105,0.549,4.075,1,1
2230 Prince St,0,0,37.853429,-122.262537,0,2530,1.299,4.025,3,1
2231 Dwight Way,0,0,37.864706,-122.263743,0,4359,0.561,4.05,1,1
2231 Shattuck Ave,0,0,37.868727,-122.267477,0,715,0.496,4,2,2
2231 Ward St,0,0,37.86023,-122.262915,0,3597,0.84,4.025,2,0
2232 Blake St,0,0,37.863305,-122.263353,0,2500,0.643,4.025,1,1
2232 Blake St.,1,2,37.863538,-122.264485,1000,1400,0.651,4.025,1,1
2232 Durant Ave,0,0,37.866843,-122.264164,0,1256,0.444,4.125,1,2
2232 Haste St,0,0,37.865074,-122.263839,0,2629,0.541,4.05,1,1
2233 Channing Way,0,0,37.866482,-122.264191,0,1922,0.466,4.025,2,2
2233 Dwight Way,0,0,37.864484,-122.263687,0,4359,0.574,4.05,1,1
2233 Grant St,0,0,37.867272,-122.27468,0,1738,0.896,3.875,2,1
2233 Grant St,1,1,37.867938,-122.27528,700,1750,0.911,4.1,0,0
2233 McKinley Ave,0,0,37.867453,-122.273367,0,2005,0.825,4.125,1,2
2235 Ashby Ave,0,0,37.856155,-122.261867,0,2772,1.108,4,3,0
2235 Blake St,0,0,37.863835,-122.263378,0,2900,0.609,4.025,1,1
2235 Bonar St,0,0,37.865623,-122.286359,0,2573,1.537,4.125,1,2
2235 Hearst Ave,0,0,37.874397,-122.265576,0,1189,0.369,4,4,0
2235 McKinley Ave,0,0,37.867345,-122.273356,0,2081,0.827,4.075,1,2
2236 Browning St,0,0,37.865397,-122.28798,0,3553,1.626,4.125,1,2
2236 Channing Way,0,0,37.866031,-122.263707,0,2642,0.479,4.025,3,2
2236 Durant Ave,0,0,37.866864,-122.264011,0,1356,0.439,3.95,0,0
2237 Haste St,0,0,37.865551,-122.263631,0,1446,0.506,4.125,1,2
2238 Curtis St,0,0,37.865281,-122.288932,0,1400,1.678,3.95,4,1
2240 Blake St,0,0,37.863344,-122.26306,0,2775,0.635,4.025,1,0
2240 Ward St,0,0,37.859839,-122.262214,0,2944,0.859,4.025,2,0
2241 Durant Ave,0,0,37.867359,-122.263864,0,1926,0.406,3.95,0,0
2242 San Jose Ave.,2,3,37.761571,-122.24818,1050,1733,7.648,3.975,2,0
2243 Ashby Ave,0,0,37.856183,-122.261648,0,2030,1.105,4,3,0
2243 Oregon St,0,0,37.858467,-122.262305,0,1295,0.953,4.05,3,0
2244 Russell St,0,0,37.85721,-122.261721,0,1599,1.035,4.05,3,0
2246 10th St,0,0,37.864493,-122.292054,0,1320,1.857,3.95,3,1
2247 Dwight Way,0,0,37.864723,-122.263226,0,1600,0.549,4.025,1,1
2247 Prince St,0,0,37.853797,-122.262246,0,2716,1.272,4,3,1
2249 Bonar St,0,0,37.865393,-122.286314,0,2336,1.539,3.975,4,1
2249 Spaulding Ave,0,0,37.866207,-122.280298,0,2250,1.209,4.025,2,2
2252 Parker St,0,0,37.862459,-122.262854,0,2254,0.691,4.025,1,0
2255 Hearst Ave,0,0,37.874549,-122.265082,0,1359,0.35,4,4,0
2259 Cedar Street,1,1,37.878758,-122.26598,850,2950,0.581,4.15,6,0
2267 Cedar St,0,0,37.87916,-122.26528,0,1900,0.581,4.05,4,0
2267 Hearst Ave,0,0,37.874507,-122.264736,0,2522,0.332,4,4,0
2275 Park Blvd,0,1,37.801477,-122.245779,0,1795,4.928,4.025,5,0
2275 Park Blvd,0,1,37.801721,-122.245529,0,1795,4.914,4.025,5,0
2283 Hearst Ave,0,0,37.874745,-122.264502,0,1511,0.33,4.025,4,0
2301 Ashby Ave,0,0,37.856299,-122.261103,0,2132,1.094,4.025,3,0
2301 Cedar St,0,0,37.879155,-122.264387,0,2284,0.556,4.025,3,0
2301 Haste St,0,0,37.865703,-122.263031,0,1832,0.483,3.975,0,0
2301 Spaulding Ave,0,0,37.865857,-122.280281,0,2132,1.217,4,2,2
2301 Woolsey St,0,0,37.852903,-122.261683,0,1776,1.33,4.05,3,1
2302 Carquinez Ave,2,3,37.93247,-122.311864,1700,1066,5.053,3.85,1,2
2302 Webster St,0,0,37.854756,-122.262002,0,1900,1.205,4.025,3,1
2304 Dwight Way,0,0,37.864381,-122.262639,0,1734,0.56,4.025,1,0
2304 Roosevelt Ave,0,0,37.866255,-122.276161,0,1547,0.998,3.95,4,1
2305 Acton St,0,0,37.865311,-122.283361,0,1672,1.388,4.025,4,1
2306 Ellsworth St,0,0,37.867702,-122.263925,0,1430,0.389,3.875,2,1
2307 Woolsey St,0,0,37.852977,-122.261515,0,1776,1.324,4.05,3,1
2308 Dwight Way,0,0,37.86449,-122.262555,0,1834,0.552,4.025,1,0
2308 Warring St,0,0,37.868869,-122.2512,0,2971,0.504,4,2,2
2308 Woolsey St,0,0,37.852492,-122.261268,0,1250,1.356,4.05,3,1
2309 Acton St,0,0,37.865181,-122.283327,0,1013,1.389,4.025,4,1
2309 Blake St,0,0,37.863974,-122.262339,0,1514,0.582,4.025,1,0
2309 Haste St,0,0,37.865678,-122.262824,0,1653,0.48,3.975,0,0
2310 Dwight Way,0,0,37.864399,-122.262497,0,1834,0.557,4.025,1,0
2310 Piedmont Ave,0,0,37.869027,-122.252588,0,2249,0.432,3.95,5,2
2310 Roosevelt Ave,0,0,37.866032,-122.276207,0,2065,1.006,4.05,0,0
2311 McGee Ave,0,0,37.866022,-122.276628,0,1751,1.028,4.075,1,1
2312 Durant Ave,0,0,37.867028,-122.26273,0,1294,0.393,4.025,2,2
2312 Ellsworth,0,1,37.867818,-122.264142,0,1295,0.391,3.95,0,0
2312 Ellsworth St,0,0,37.867508,-122.263884,0,2165,0.398,3.925,1,0
2312 Fulton St,1,1,37.867259,-122.266347,600,2641,0.503,4.1,1,2
2313 9th St,0,0,37.86368,-122.29242,0,1827,1.893,3.95,3,2
2313 Channing Way,0,0,37.866663,-122.262767,0,2690,0.416,4.075,1,1
2313 Roosevelt,0,1,37.865859,-122.275751,0,1590,0.989,4.1,1,2
2313 Roosevelt Ave,0,0,37.865894,-122.275483,0,1878,0.975,3.9,3,1
2314 Bonar St,0,0,37.864624,-122.286765,0,2309,1.579,4,5,2
2314 Dwight Way,0,0,37.86435,-122.262329,0,2355,0.557,4.05,1,0
2314 Howe St,0,0,37.856728,-122.26058,0,1979,1.062,4.025,3,0
2314 Parker St,0,0,37.862591,-122.261784,0,1975,0.668,4.025,1,0
2314 Prince St,0,0,37.853472,-122.261184,0,1250,1.289,3.975,3,1
2315 Dwight Way,0,0,37.865081,-122.262354,0,528,0.509,4.05,1,0
2315 Grant St,0,0,37.86615,-122.274369,0,2116,0.912,4.125,1,2
2315 Jefferson Ave,0,0,37.865724,-122.277745,0,2086,1.092,4.1,1,2
2315 Parker St,0,0,37.863101,-122.262019,0,1762,0.636,4.025,1,0
2315 Woolsey St,0,0,37.85308,-122.261326,0,1776,1.316,4.05,3,1
2316 Ward St,0,0,37.859908,-122.261223,0,2300,0.847,4.025,1,0
2317 Blake St,0,0,37.864015,-122.262015,0,863,0.575,4.025,1,0
2317 Hearst Ave,0,0,37.874899,-122.263034,0,1566,0.274,4.1,5,0
2317 Webster St,0,0,37.855257,-122.261572,0,1459,1.168,4,4,1
2318 Durant Ave,0,0,37.867059,-122.262498,0,2167,0.385,4.1,0,0
2319 Grant St,0,0,37.865996,-122.274358,0,1821,0.917,4.025,3,2
2319 Roosevelt Ave,0,0,37.865741,-122.275468,0,2150,0.979,3.975,0,0
2319 Ward St,0,0,37.86043,-122.261399,0,1950,0.812,4.025,1,0
2320 Bonar St,0,0,37.864379,-122.286714,0,2000,1.582,4,5,2
2320 Haste St,0,0,37.865287,-122.262173,0,1936,0.493,4.05,1,0
2320 Le Conte Ave,1,1,37.874852,-122.264333,850,2500,0.326,4,4,0
2320 Le Conte Ave,0,0,37.874931,-122.263384,0,2293,0.289,4.125,5,0
2321 Blake St,0,0,37.864035,-122.261878,0,1843,0.572,4.025,1,0
2321 Dwight Way,1,1,37.864687,-122.263031,550,1800,0.547,4.025,1,1
2321 Dwight Way,0,0,37.864927,-122.262055,0,1841,0.515,4.05,1,0
2321 Russell St,0,0,37.857997,-122.260716,0,1462,0.975,4.025,2,0
2321 Shattuck Ave.,2,2,37.867366,-122.26818,1090,2250,0.578,3.95,0,0
2321 Webster,0,2,37.855117,-122.26178,0,1447,1.178,4,4,1
2321 Webster St,0,0,37.855321,-122.261369,0,2665,1.162,4,4,1
2322 Bonar St,0,0,37.86441,-122.286528,0,2000,1.572,3.975,4,2
2322 Haste St,0,0,37.865312,-122.261974,0,1772,0.488,4.05,1,0
2324 Carleton St,0,0,37.861724,-122.261299,0,3860,0.723,4.025,1,0
2324 Dwight Way,0,0,37.864337,-122.261662,0,1548,0.549,4.025,1,0
2325 Blake St,0,0,37.863922,-122.261613,0,1556,0.576,4.025,1,0
2325 Channing Way,0,0,37.866704,-122.262419,0,1642,0.406,4.1,1,2
2325 McKinley,0,3,37.866485,-122.274082,0,1165,0.888,3.95,0,0
2325 McKinley Ave,0,0,37.865889,-122.273208,0,2573,0.865,4,2,2
2325 Woolsey St,0,0,37.853092,-122.260762,0,2068,1.313,4.025,3,1
2326 le conte ave,2,3,37.874887,-122.263507,1500,1900,0.292,4.175,5,0
2327 Blake St,0,0,37.864064,-122.261654,0,1556,0.567,4.025,1,0
2327 Carleton St,0,0,37.862272,-122.261358,0,1578,0.686,4.025,1,0
2327 Prince St,0,0,37.854023,-122.260623,0,2182,1.249,3.975,3,1
2327 Russell St,0,0,37.857817,-122.260437,0,2695,0.987,4.025,2,0
2328 7th St,0,0,37.862579,-122.295135,0,1613,2.058,4.075,5,2
2328 Fulton St,0,0,37.86652,-122.2661,0,1800,0.529,4.075,0,0
2329 Channing Way,0,0,37.866729,-122.262252,0,2786,0.401,4.1,1,2
2329 Derby St,0,0,37.861403,-122.261018,0,1675,0.743,4.025,1,0
2329 Dwight Way,0,0,37.864954,-122.261846,0,3500,0.51,4.05,1,0
2329 Parker St,0,0,37.863185,-122.26137,0,2200,0.624,4.025,0,0
2330 Fulton St,0,0,37.86638,-122.265969,0,1800,0.531,4.1,1,2
2330 Grant St,0,0,37.865715,-122.275018,0,2350,0.958,4.025,3,1
2330 Haste St,0,0,37.865345,-122.261738,0,1933,0.482,4.05,1,0
2330 Warring St,0,0,37.868158,-122.250887,0,2030,0.542,3.95,0,0
2331 9th St,0,0,37.863135,-122.292242,0,1473,1.896,4,4,2
2331 Blake St,0,0,37.8641,-122.261376,0,1594,0.562,4.05,0,0
2331 Ninth Street,0,1,37.86303,-122.292488,0,1550,1.911,4,4,2
2331 Sacramento St,0,0,37.864777,-122.28099,0,1066,1.281,4.075,5,2
2332 9th St,0,0,37.862867,-122.292911,0,1500,1.936,4.05,5,2
2332 Fulton St,0,0,37.866268,-122.265999,0,827,0.538,3.95,0,0
2333 Channing Way,0,1,37.866557,-122.263229,0,1864,0.434,3.95,3,1
2333 Channing Way,0,0,37.86675,-122.262074,0,2288,0.396,4.1,1,2
2333 Dwight Way,0,0,37.864973,-122.26171,0,1395,0.507,4.05,1,0
2333 Stuart St,0,0,37.859599,-122.260802,0,2025,0.866,4.025,1,0
2334 10th St,0,0,37.862949,-122.291718,0,2920,1.873,4,4,2
2334 Browning St,0,0,37.863831,-122.287654,0,1975,1.643,4,5,2
2335 7th St,0,0,37.862572,-122.294451,0,1416,2.022,4.075,5,2
2335 Dwight Way,0,0,37.864999,-122.261515,0,1810,0.503,4.05,1,0
2335 Russell St,0,0,37.857861,-122.260097,0,2393,0.983,4.025,2,0
2336 Channing Way,0,0,37.866285,-122.261569,0,2578,0.417,4.1,1,2
2336 Piedmont Ave,0,0,37.868263,-122.252376,0,646,0.47,4.05,0,0
2337 8th St,0,0,37.8627,-122.293484,0,1200,1.97,4.05,5,2
2338 Channing,0,1,37.866581,-122.263088,0,2450,0.429,3.925,1,0
2339 Hilgard Ave,0,0,37.878508,-122.26381,0,995,0.501,4.05,3,0
2339 Oregon St,0,0,37.858784,-122.259955,0,2295,0.919,4.025,2,0
2339 Oregon Street - Apt F,0,1,37.858481,-122.261388,0,1850,0.945,4.025,2,0
2340 Grant St,0,0,37.865386,-122.274986,0,2400,0.967,3.975,4,1
2340 Hilgard Ave,0,0,37.87812,-122.26372,0,3350,0.475,4.075,6,0
2340 Le Conte Ave,0,0,37.87515,-122.263088,0,2119,0.288,4,4,0
2341 8th St,0,0,37.86271,-122.293328,0,1200,1.961,4.025,5,2
2341 Acton St,0,0,37.864187,-122.283024,0,2150,1.399,4.025,4,1
2341 Ellsworth St,0,0,37.866678,-122.263224,0,3425,0.427,4.1,1,2
2345 Fulton St,0,0,37.866325,-122.26539,0,1885,0.513,4.1,1,2
2345 West St,0,0,37.864536,-122.284924,0,1370,1.486,3.975,4,2
2355 Broadway,1,1,37.8085,-122.2668,881,2850,4.405,4.125,1,0
2355 Hilgard Ave,0,0,37.87853,-122.263638,0,2332,0.498,4.05,4,0
2360 Ellsworth St,0,0,37.866771,-122.26373,0,2413,0.435,4.1,1,2
2360 Ellsworth St,1,1,37.86686,-122.26398,400,2350,0.438,4.075,1,2
2371 San Pablo Ave,0,0,37.863398,-122.290038,0,1775,1.776,4.05,4,2
2377-B Virginia st.,1,1,37.87753,-122.263091,400,1850,0.423,4.15,6,0
2380 Hilgard Ave,0,0,37.878078,-122.263158,0,1320,0.459,4.075,6,0
2380 Telegraph Ave,300,1,37.867426,-122.259417,300,850,0.323,4.1,1,2
2393 Virginia St,0,0,37.877633,-122.26289,0,1568,0.425,4.125,6,0
2398 Parker St,0,0,37.862756,-122.260514,0,2045,0.647,4.05,0,0
2399 Prospect St,0,0,37.868106,-122.249588,0,1691,0.607,3.925,1,0
24 Union Sq,1,1,37.586396,-122.017618,933,2150,23.744,3.775,1,1
2400 Dana St,0,0,37.866432,-122.261335,0,1200,0.404,4,3,1
2401 Ward St,0,0,37.8606,-122.25966,0,2791,0.794,4.05,1,0
2402 Dana St,0,0,37.866307,-122.261307,0,4047,0.412,3.95,3,1
2404 Dana,0,3,37.866735,-122.261671,0,1658,0.389,4.1,1,2
2404 Fulton St,0,0,37.865523,-122.265893,0,2940,0.574,4.125,1,2
2404 Fulton Street,1,2,37.865554,-122.265816,784,1497,0.57,3.975,0,0
2405 Fulton St,0,0,37.86569,-122.26548,0,2259,0.551,4.1,1,2
2405 McKinley Ave,0,0,37.86482,-122.273153,0,1780,0.901,4.025,2,2
2405 Sacramento St,0,0,37.863787,-122.280889,0,1878,1.304,4.1,5,1
2407 Ward St,0,0,37.860555,-122.259464,0,1725,0.797,4.025,1,0
2409 Carleton St,0,0,37.862416,-122.259744,0,1210,0.668,4.05,1,0
2409 College Ave,0,0,37.867173,-122.25384,0,1833,0.459,4,3,1
2409 Jefferson Ave,0,0,37.864116,-122.277885,0,1523,1.148,4.05,3,2
2409 Webster St,0,0,37.85543,-122.259191,0,1475,1.15,4.025,3,1
2410 5th St,0,0,37.861076,-122.296988,0,1500,2.188,4.1,5,1
2410 Russell St,0,2,37.857776,-122.25968,1200,2250,0.988,4,2,0
2411 8th St,0,0,37.86185,-122.293059,0,2106,1.968,4.075,5,2
2411 Durant Ave,0,0,37.867865,-122.260799,0,1797,0.301,4.1,0,0
2411 Durant Ave.,0,1,37.867657,-122.261545,0,2295,0.327,4.1,0,0
2411 Ward St,0,0,37.860595,-122.259285,0,1725,0.794,4.025,1,0
2412 Atherton St,0,0,37.865662,-122.264757,0,975,0.53,4.025,1,0
2412 Ellsworth St,0,0,37.865785,-122.263617,0,2085,0.491,4.1,1,2
2412 Fulton St,0,0,37.865446,-122.265709,0,1751,0.572,3.975,0,0
2414 California St,0,0,37.863781,-122.279468,0,2000,1.235,4.05,4,2
2414 Dwight Way,0,0,37.864659,-122.259955,0,1118,0.514,4.05,0,0
2414 Parker,0,2,37.863214,-122.260205,0,1647,0.615,4.05,0,0
2414 Parker St,0,0,37.862881,-122.259537,0,3295,0.636,4.05,1,0
2414 sacramento,0,1,37.863769,-122.281637,0,1625,1.341,4.15,4,1
2414 Telegraph Ave,0,0,37.866523,-122.25911,0,2201,0.385,4.1,1,2
2414 Telegraph Ave,0,1,37.866655,-122.258574,0,1695,0.379,4.075,1,1
2415 7th St,0,0,37.86142,-122.294063,0,1650,2.03,4.075,5,2
2415 College Ave,0,0,37.866914,-122.253787,0,1671,0.474,4.125,1,2
2416 Dwight Way,0,0,37.864847,-122.259976,0,1118,0.501,4.05,0,0
2416 Fulton St,0,0,37.865369,-122.26577,0,1751,0.578,4.125,1,2
2417 6th St,0,0,37.861209,-122.295173,0,1791,2.092,4.075,5,1
2417 Blake St,0,0,37.864309,-122.259728,0,2431,0.538,4.05,0,0
2417 Browning St,0,0,37.862628,-122.286766,0,1500,1.629,4.075,5,2
2417 Ellsworth St,0,0,37.865779,-122.263107,0,1832,0.479,3.975,0,0
2417 Prospect St,0,0,37.867056,-122.249618,0,3146,0.641,4.1,1,0
2417 Webster St,0,0,37.855586,-122.258899,0,2460,1.14,4.05,3,1
2418 Atherton St,0,0,37.865534,-122.264666,0,1381,0.535,4.05,1,1
2418 Dwight Way,0,0,37.864678,-122.259794,0,1915,0.513,4.05,0,0
2418 Roosevelt Ave,0,0,37.863981,-122.275977,0,1200,1.062,4.025,3,2
2419 Curtis St.,2,2,37.862714,-122.288325,1500,2100,1.705,4.1,6,2
2419 Durant Ave,0,0,37.867893,-122.260444,0,1779,0.295,4.1,0,0
2419 Durant Ave.,0,1,37.867681,-122.261358,0,2395,0.322,4.125,1,2
2420 Acton St,0,0,37.863029,-122.283435,0,2900,1.452,4,4,1
2420 Dwight Way,0,0,37.864696,-122.259635,0,1614,0.511,4.05,0,0
2420 Fulton St,0,0,37.865308,-122.265612,0,2795,0.577,4.125,1,2
2420 Hilgard Ave,0,0,37.878327,-122.262419,0,2000,0.458,4.15,6,0
2420 Milvia St,0,0,37.864733,-122.270111,0,2275,0.773,4.125,1,2
2420 Virginia St,0,0,37.877439,-122.262076,0,1355,0.395,4.025,4,0
2421 Durant Ave,0,0,37.867894,-122.260169,0,1802,0.293,4.1,0,0
2421 Grant St,0,0,37.864073,-122.274153,0,1320,0.975,4.025,2,2
2421 Prospect St,0,0,37.866829,-122.249451,0,748,0.658,4.1,1,2
2421 San Pablo Ave,0,0,37.862127,-122.289526,0,1539,1.782,4.1,6,2
