bedrooms,bathrooms,sqft,distance_to_campus,num_images,unique_words,price
nan,nan,716.0,2.0540421982423105,8.0,119.0,2825.0
nan,nan,787.0,2.0540421982423105,10.0,218.0,2925.0
nan,nan,nan,1.4890842959634034,5.0,227.0,1995.0
nan,nan,nan,0.54512717635980723,4.0,216.0,2295.0
nan,nan,787.0,2.0352743581036732,8.0,138.0,2925.0
nan,nan,nan,1.8705914999217745,6.0,136.0,3500.0
nan,nan,1600.0,0.86795449791798851,17.0,21.0,3450.0
nan,nan,1600.0,1.1783733419179561,0.0,780.0,1650.0
nan,nan,851.0,2.3425051850038439,0.0,114.0,2950.0
nan,nan,740.0,0.87317253663432115,11.0,47.0,3150.0
nan,nan,742.0,2.1471682901279063,20.0,58.0,3025.0
400.0,nan,nan,0.52438209134184599,0.0,106.0,1475.0
nan,nan,787.0,2.0540421982423105,10.0,233.0,2925.0
nan,nan,2500.0,1.2108119876768304,16.0,88.0,4500.0
nan,nan,700.0,1.5134216264873521,10.0,73.0,2000.0
nan,nan,735.0,2.1547953736842542,20.0,58.0,3100.0
nan,nan,525.0,1.8455018878828551,7.0,79.0,2250.0
nan,nan,525.0,2.0064243045668282,4.0,146.0,1650.0
nan,nan,650.0,2.4570753799136802,9.0,84.0,2450.0
nan,nan,1250.0,0.91464857377864406,5.0,98.0,4500.0
nan,nan,nan,0.8682682948311371,7.0,224.0,2400.0
nan,nan,nan,0.54171681587111176,4.0,49.0,1795.0
nan,nan,nan,0.55786779718906554,8.0,176.0,4500.0
nan,nan,425.0,0.62164995373008558,7.0,172.0,2000.0
nan,nan,650.0,0.54512717635980723,8.0,189.0,2500.0
nan,nan,nan,1.1156323582738432,11.0,188.0,3800.0
nan,nan,789.0,0.41599455153641235,24.0,258.0,3715.0
nan,nan,450.0,1.0673153745430155,5.0,49.0,2495.0
nan,nan,1250.0,1.7768756180389331,9.0,63.0,4295.0
nan,nan,700.0,0.77483697024037113,5.0,276.0,2795.0
nan,nan,742.0,2.1557001210831634,20.0,58.0,3025.0
nan,nan,850.0,1.8568496091959286,5.0,158.0,2200.0
nan,nan,600.0,0.95807654732220504,7.0,289.0,2350.0
nan,nan,851.0,2.3425051850038439,0.0,168.0,2940.0
nan,nan,nan,0.67603259560674756,10.0,64.0,2995.0
nan,nan,nan,0.67603259560674756,0.0,64.0,2995.0
nan,nan,721.0,2.3425051850038439,0.0,13.0,2745.0
nan,nan,nan,0.55786779718906554,12.0,176.0,4500.0
nan,nan,789.0,1.9991848594694486,10.0,180.0,2750.0
nan,nan,2000.0,0.62229496728802269,22.0,13.0,4600.0
nan,nan,nan,1.4730581721801854,6.0,192.0,2900.0
nan,nan,851.0,2.3425051850038439,0.0,114.0,2940.0
nan,nan,550.0,0.44330375600823452,4.0,99.0,1550.0
nan,nan,700.0,0.73506177142526685,6.0,78.0,1945.0
nan,nan,672.0,5.0248630766755893,9.0,266.0,2175.0
nan,nan,550.0,1.2482668275925175,5.0,105.0,1995.0
nan,nan,500.0,1.6871935290322457,22.0,38.0,2095.0
nan,nan,nan,1.051684491896151,10.0,135.0,2995.0
nan,nan,758.0,0.6414069720161959,6.0,257.0,4016.0
nan,nan,330.0,0.37365861050979704,4.0,41.0,975.0
nan,nan,735.0,2.1578488984371238,20.0,58.0,3100.0
nan,nan,851.0,2.3425051850038439,0.0,114.0,2875.0
nan,nan,982.0,0.54512717635980723,3.0,429.0,4343.0
nan,nan,960.0,0.55876797776631337,6.0,294.0,4295.0
nan,nan,nan,0.36004279335108152,15.0,163.0,2600.0
nan,nan,797.0,0.6414069720161959,6.0,139.0,4205.0
nan,nan,nan,1.1156323582738432,9.0,188.0,3800.0
nan,nan,nan,0.55786779718906554,9.0,179.0,4500.0
nan,nan,721.0,2.3425051850038439,0.0,13.0,2685.0
nan,nan,nan,0.75407928228590804,8.0,122.0,2095.0
nan,nan,1250.0,1.7768756180389331,9.0,50.0,4295.0
nan,nan,nan,0.55786779718906554,9.0,176.0,4500.0
nan,nan,1250.0,1.635970083678568,10.0,40.0,4295.0
nan,nan,1250.0,1.7768756180389331,4.0,58.0,4295.0
nan,nan,1250.0,1.6307600642317472,2.0,114.0,4295.0
nan,nan,1250.0,1.7768756180389331,2.0,55.0,4295.0
nan,nan,1250.0,1.7768756180389331,9.0,79.0,4295.0
nan,nan,850.0,0.60859819771244961,10.0,123.0,3500.0
nan,nan,nan,1.4784764669957335,0.0,140.0,1800.0
nan,nan,nan,0.88478506213707953,5.0,83.0,2600.0
nan,nan,nan,0.41599455153641235,24.0,278.0,4103.0
nan,nan,nan,0.88478506213707953,5.0,83.0,2600.0
nan,nan,1500.0,1.5928240830267224,11.0,196.0,5500.0
nan,nan,789.0,0.6414069720161959,4.0,163.0,3850.0
nan,nan,706.0,0.80995039828035609,13.0,132.0,3275.0
nan,nan,nan,1.051684491896151,0.0,78.0,1500.0
nan,nan,800.0,1.5295377127809913,6.0,173.0,3450.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,nan,1.9635641761900606,0.0,62.0,2702.0
nan,nan,540.0,0.47132003484413904,5.0,49.0,1895.0
nan,nan,nan,1.7077563438375842,3.0,119.0,1850.0
nan,nan,958.0,0.80995039828035609,13.0,132.0,4150.0
nan,nan,nan,2.1494258016432179,0.0,90.0,3999.0
nan,nan,450.0,0.94477424702695179,4.0,49.0,2495.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,nan,2.1494258016432179,0.0,42.0,3998.0
nan,nan,nan,1.8705914999217745,6.0,136.0,3500.0
nan,nan,nan,1.5852485888093815,12.0,342.0,2775.0
1396.0,nan,nan,2.1912475561132614,15.0,202.0,2785.0
nan,nan,958.0,0.80995039828035609,13.0,132.0,4150.0
nan,nan,900.0,0.29632416718481031,9.0,189.0,2800.0
150.0,nan,nan,0.41923979847771853,6.0,51.0,1500.0
nan,nan,1236.0,1.1156323582738432,3.0,455.0,5489.0
nan,nan,706.0,0.80995039828035609,13.0,132.0,3275.0
nan,nan,706.0,0.80995039828035609,13.0,13.0,3275.0
nan,nan,735.0,2.1501499798190213,20.0,58.0,3100.0
nan,nan,500.0,4.5515519069752237,11.0,240.0,975.0
nan,nan,742.0,2.1550318378663422,20.0,58.0,3025.0
nan,nan,450.0,0.91715127430458643,5.0,49.0,2495.0
nan,nan,650.0,1.556529599769481,0.0,300.0,2395.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,540.0,0.47132003484413904,5.0,49.0,1895.0
nan,nan,750.0,0.93163739990453642,9.0,47.0,2450.0
nan,nan,280.0,0.39415814348389527,4.0,35.0,1600.0
nan,nan,nan,0.32645969171895811,7.0,93.0,2450.0
nan,nan,323.0,0.86669125724029072,6.0,89.0,1675.0
nan,nan,400.0,1.7035819113006709,6.0,41.0,1800.0
nan,nan,1092.0,0.86395783230669854,13.0,132.0,3475.0
585.0,nan,nan,1.1852749782591809,8.0,178.0,2150.0
nan,nan,900.0,0.93411313665030127,10.0,243.0,2695.0
nan,nan,787.0,2.0327529714479473,6.0,86.0,2825.0
nan,nan,786.0,0.55876797776631337,5.0,370.0,4095.0
nan,nan,868.0,2.0365291198986162,4.0,84.0,2825.0
nan,nan,787.0,2.0327529714479473,7.0,201.0,2875.0
nan,nan,nan,1.7842166514329707,12.0,128.0,1990.0
nan,nan,716.0,2.0389378158097498,0.0,162.0,2825.0
nan,nan,nan,1.7842166514329707,10.0,125.0,1990.0
nan,nan,nan,0.52132042624382013,3.0,129.0,2300.0
nan,nan,nan,1.1434274444855899,17.0,139.0,1988.0
nan,nan,nan,1.0264441957747676,6.0,340.0,1895.0
nan,nan,675.0,0.87317253663432115,14.0,47.0,3095.0
nan,nan,nan,1.4152854941204891,7.0,40.0,2075.0
nan,nan,675.0,0.87317253663432115,14.0,47.0,3595.0
nan,nan,730.0,0.87317253663432115,13.0,47.0,3195.0
nan,nan,787.0,2.0365291198986162,7.0,137.0,2925.0
nan,nan,nan,0.55846259760804384,10.0,133.0,4500.0
nan,nan,719.0,0.6414069720161959,7.0,139.0,4005.0
nan,nan,787.0,2.0389378158097498,3.0,85.0,2825.0
nan,nan,675.0,1.051684491896151,0.0,209.0,2975.0
nan,nan,709.0,2.0352743581036732,3.0,163.0,2900.0
nan,nan,868.0,2.0352743581036732,3.0,159.0,2825.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,960.0,0.55786779718906554,5.0,451.0,4295.0
nan,nan,nan,1.1571791618998406,8.0,126.0,2000.0
nan,nan,nan,0.88794979738318214,24.0,21.0,2395.0
nan,nan,958.0,0.80995039828035609,13.0,132.0,4150.0
nan,nan,1106.0,2.2508142618541078,8.0,16.0,3625.0
nan,nan,1155.0,2.0365291198986162,3.0,209.0,3850.0
nan,nan,nan,1.8705914999217745,6.0,129.0,3500.0
nan,nan,670.0,1.9260735422816875,8.0,108.0,2800.0
nan,nan,735.0,2.157673926857242,20.0,58.0,3100.0
nan,nan,nan,1.1571791618998406,24.0,26.0,1895.0
nan,nan,450.0,1.6863996247401005,6.0,105.0,1950.0
nan,nan,657.0,0.66205074942441411,3.0,13.0,3342.0
nan,nan,650.0,0.95613536242588804,5.0,191.0,2650.0
nan,nan,nan,0.95461150961632546,8.0,62.0,1750.0
nan,nan,nan,0.94545984993890608,8.0,39.0,2295.0
nan,nan,nan,0.55858026998537247,0.0,91.0,1750.0
nan,nan,nan,2.2015075535827378,24.0,254.0,3500.0
nan,nan,706.0,0.80995039828035609,13.0,13.0,3275.0
nan,nan,958.0,0.80995039828035609,13.0,132.0,4150.0
nan,nan,709.0,2.0389378158097498,0.0,143.0,2825.0
nan,nan,787.0,2.0352743581036732,10.0,367.0,2875.0
nan,nan,626.0,0.49472791309961262,3.0,13.0,3423.0
nan,nan,800.0,1.4964478915021984,16.0,156.0,2400.0
nan,nan,650.0,0.76346357819290578,8.0,350.0,2500.0
nan,nan,2000.0,2.7217201001120466,5.0,182.0,5425.0
nan,nan,360.0,2.4538029188916255,5.0,557.0,702.0
nan,nan,nan,0.54831241172263345,5.0,150.0,725.0
nan,nan,1300.0,2.6601824917790076,5.0,184.0,4690.0
nan,nan,650.0,2.7454432710395378,8.0,127.0,3000.0
nan,nan,667.0,0.46830417424433535,10.0,168.0,2300.0
nan,nan,600.0,0.40852815634321171,3.0,66.0,2350.0
nan,nan,667.0,0.41599455153641235,10.0,168.0,2300.0
nan,nan,632.0,2.2508142618541078,6.0,36.0,2338.0
nan,nan,600.0,0.40852815634321171,5.0,65.0,1995.0
nan,nan,516.0,2.1360927909104501,9.0,233.0,2017.0
nan,nan,650.0,0.39353910189450692,4.0,100.0,1950.0
nan,nan,nan,1.492153624138072,5.0,40.0,2050.0
nan,nan,nan,1.4847396755680748,8.0,41.0,1550.0
nan,nan,nan,0.41599455153641235,4.0,87.0,850.0
nan,nan,735.0,2.0262712206415507,5.0,65.0,2995.0
nan,nan,500.0,0.40852815634321171,5.0,59.0,1995.0
nan,nan,nan,0.53917764321474682,4.0,115.0,3480.0
nan,nan,768.0,2.9505025618608274,17.0,95.0,3200.0
nan,nan,1850.0,2.7092492987605374,8.0,103.0,3595.0
nan,nan,550.0,0.55786779718906554,5.0,44.0,1950.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,nan,1.8740053026324397,6.0,97.0,1600.0
nan,nan,nan,7.9400841548798713,22.0,252.0,3200.0
nan,nan,nan,1.051684491896151,0.0,65.0,680.0
nan,nan,nan,0.69952535306941044,7.0,138.0,2550.0
nan,nan,1450.0,1.3847700913560619,10.0,146.0,3950.0
nan,nan,550.0,0.63500735643219863,8.0,150.0,2195.0
nan,nan,nan,3.5524676246170346,10.0,36.0,1750.0
nan,nan,900.0,0.89320677574185003,9.0,44.0,3500.0
nan,nan,nan,1.9957121986549646,7.0,99.0,2700.0
nan,nan,nan,0.50675785850217336,5.0,131.0,2600.0
nan,nan,nan,1.4847396755680748,12.0,222.0,1550.0
nan,nan,nan,0.46830417424433535,8.0,164.0,2750.0
nan,nan,684.0,0.46052129012690868,3.0,80.0,3900.0
nan,nan,nan,0.54512717635980723,4.0,192.0,1801.0
nan,nan,nan,0.41599455153641235,24.0,281.0,4016.0
nan,nan,709.0,2.0352743581036732,10.0,128.0,2900.0
nan,nan,550.0,0.39353910189450692,5.0,48.0,1950.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,nan,1.9280826020756807,5.0,296.0,1385.0
nan,nan,nan,0.41599455153641235,24.0,280.0,4103.0
nan,nan,nan,1.156101080606009,22.0,292.0,4000.0
nan,nan,1000.0,1.5225522126719735,14.0,291.0,3280.0
nan,nan,1200.0,1.9104769686077714,16.0,54.0,2950.0
nan,nan,900.0,0.89185903931222421,11.0,54.0,3500.0
nan,nan,700.0,1.517611433705655,10.0,173.0,2350.0
nan,nan,450.0,0.87270903574591852,6.0,132.0,1830.0
nan,nan,nan,0.41599455153641235,0.0,61.0,650.0
nan,nan,nan,1.1524711857532741,6.0,161.0,2250.0
nan,nan,868.0,1.4713519024387147,9.0,148.0,2825.0
nan,nan,nan,0.42392175417868716,11.0,192.0,3800.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,710.0,0.87317253663432115,15.0,42.0,3595.0
nan,nan,730.0,1.2852916234937823,7.0,141.0,2495.0
nan,nan,900.0,1.073190998012205,11.0,81.0,2300.0
nan,nan,2500.0,1.6863996247401005,9.0,103.0,6500.0
nan,nan,550.0,1.0220727102374678,6.0,77.0,1850.0
nan,nan,nan,1.3032471525984792,5.0,185.0,2000.0
nan,nan,900.0,0.52564302377938921,10.0,166.0,3800.0
nan,nan,nan,1.051684491896151,13.0,118.0,2750.0
nan,nan,1400.0,0.83419370096580259,12.0,435.0,3450.0
nan,nan,2244.0,1.2129098454345579,20.0,84.0,4795.0
nan,nan,nan,1.2567627223411848,8.0,185.0,4750.0
nan,nan,982.0,0.54512717635980723,6.0,459.0,4343.0
nan,nan,2244.0,1.2129098454345579,20.0,84.0,4795.0
nan,nan,nan,2.257576644942088,21.0,82.0,6450.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,nan,1.051684491896151,13.0,118.0,2750.0
nan,nan,nan,1.9953167539416792,7.0,180.0,2700.0
nan,nan,958.0,0.80995039828035609,13.0,132.0,4150.0
nan,nan,nan,0.41923979847771853,12.0,73.0,3600.0
nan,nan,nan,1.6776018191667725,5.0,144.0,1600.0
nan,nan,850.0,1.2386012560524444,6.0,120.0,2750.0
nan,nan,700.0,0.77483697024037113,5.0,279.0,2795.0
nan,nan,650.0,2.001494485613212,5.0,66.0,1675.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,nan,0.41599455153641235,17.0,70.0,2750.0
nan,nan,nan,0.41599455153641235,17.0,70.0,2750.0
nan,nan,nan,1.2386012560524444,0.0,120.0,2450.0
nan,nan,nan,0.41599455153641235,17.0,70.0,2750.0
nan,nan,nan,0.96208969360709695,15.0,233.0,3000.0
nan,nan,nan,0.73284009824676388,24.0,19.0,2450.0
nan,nan,1100.0,2.4939540732614716,8.0,150.0,2600.0
nan,nan,nan,0.73284009824676388,24.0,19.0,3595.0
nan,nan,nan,0.73284009824676388,24.0,19.0,2450.0
nan,nan,nan,0.73284009824676388,24.0,19.0,3595.0
nan,nan,nan,0.73284009824676388,24.0,19.0,3095.0
nan,nan,3000.0,1.0597049280168462,7.0,104.0,800.0
nan,nan,1000.0,1.3144882001348976,9.0,324.0,3000.0
nan,nan,nan,1.1690847407450395,7.0,53.0,2300.0
nan,nan,1100.0,1.3830439226492193,11.0,127.0,2900.0
nan,nan,787.0,2.0327529714479473,5.0,150.0,2875.0
nan,nan,706.0,0.80995039828035609,13.0,13.0,3275.0
nan,nan,592.0,0.42322812910496294,3.0,13.0,3412.0
nan,nan,556.0,0.80995039828035609,13.0,132.0,2950.0
nan,nan,2244.0,1.2129098454345579,20.0,84.0,4795.0
nan,nan,nan,0.88879979109974061,5.0,132.0,2500.0
nan,nan,827.0,0.54512717635980723,5.0,446.0,4695.0
nan,nan,nan,0.88879979109974061,7.0,117.0,2350.0
nan,nan,365.0,0.49472791309961262,3.0,13.0,2750.0
nan,nan,nan,0.67066289112063537,12.0,201.0,3800.0
195.0,nan,nan,0.49176172809932572,5.0,109.0,1100.0
195.0,nan,nan,0.49176172809932572,5.0,146.0,1150.0
