,Unnamed: 0,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs,edge_distance
491,491,1644 Oxford St,0,0,37.877924,-122.26711,0,2444,0.579,4.15,6,0,0.59230124205
492,492,1645 62nd St,0,0,37.846866,-122.27365,0,1421,1.906,4.05,4,0,2.74774372349
493,493,1648 Russell St,0,0,37.85531,-122.274991,0,1200,1.436,4.025,3,0,1.91065140939
494,494,1649 MLK Jr Way,0,0,37.87626,-122.273341,0,2395,0.811,4.0,3,0,0.861747023544
495,495,1650 Oxford St,0,0,37.877786,-122.26709,0,1411,0.572,4.15,6,0,0.582121639784
496,496,1654 Dwight Way,0,0,37.862395,-122.277448,0,1218,1.189,4.1,3,2,1.37952253439
497,497,1661 Tyler St,0,0,37.853103,-122.274474,0,863,1.546,3.975,3,0,2.12111218815
498,498,1662 Dwight Way,0,0,37.86246,-122.27731,0,2252,1.181,4.1,3,2,1.36578365581
499,499,1667 Hopkins Street,0,2,37.882677,-122.280176,0,1550,1.346,4.025,4,0,1.7906790075
500,500,1669 Oxford St,0,0,37.877486,-122.266386,0,1822,0.53,3.95,5,1,0.512285721679
501,501,1671 Arch St,0,0,37.87794,-122.264007,0,1973,0.473,4.15,7,0,0.403402239289
502,502,1672 Oxford,0,1,37.877303,-122.267207,0,1675,0.554,3.95,5,1,0.562737122796
503,503,1675 Euclid Ave,0,0,37.878254,-122.260468,0,1384,0.428,4.15,7,0,0.391453564877
504,504,1682 Scenic Ave,0,0,37.877754,-122.262934,0,1568,0.433,4.15,6,0,0.343537590663
505,505,1684 Scenic Ave,0,0,37.877755,-122.262865,0,1568,0.432,4.05,4,0,0.341626649563
506,506,1685 Euclid Ave,0,0,37.878108,-122.2605,0,1875,0.418,4.15,6,0,0.375036351687
507,507,1694 Oxford St,0,0,37.876899,-122.266855,0,2030,0.522,4.05,4,0,0.514498602626
508,508,1700 Spruce St,0,0,37.876819,-122.26584,0,1941,0.476,4.15,6,0,0.431813479531
509,509,1700 Walnut St,0,0,37.87658,-122.268015,0,3299,0.56,4.15,6,0,0.595083542893
510,510,1701 Allston Way,0,0,37.868432,-122.277011,0,1359,0.992,4.1,0,0,0.99684770089
511,511,1704 63rd at King,1,2,37.847494,-122.272901,750,1197,1.849,4.025,3,0,2.65545783173
512,512,1704 63rd at King,1,2,37.847697,-122.273176,750,1197,1.843,4.025,4,0,2.6465595925
513,513,1704 Derby Street,1,1,37.859242,-122.275994,900,2300,1.266,4.15,4,2,1.56846360468
514,514,1706 Francisco St,0,0,37.874315,-122.277393,0,2741,0.992,3.975,3,1,1.05504093723
515,515,1708 Dwight Way,0,0,37.862587,-122.276006,0,1411,1.117,4.05,3,2,1.27558352164
516,516,1708 Milvia St,0,0,37.875881,-122.271375,0,2493,0.701,4.175,6,0,0.711628951726
517,517,1709 Dwight Way,0,0,37.863033,-122.276248,0,3670,1.11,4.05,3,2,1.25459757549
518,518,1709 Shattuck Ave,1,1,37.876125,-122.26938,650,2400,0.609,4.0,4,0,0.637258053577
519,519,1709 Shattuck Ave,0,0,37.876152,-122.26846,0,2440,0.565,4.15,6,0,0.60828791412
520,520,1709 University Ave,0,0,37.871357,-122.277403,0,1016,0.982,3.9,1,1,0.990227173515
521,521,1710 Delaware St,0,0,37.873308,-122.277231,0,1950,0.975,4.0,4,0,1.0075552548
522,522,1710 MLK Jr Way,0,0,37.875532,-122.273716,0,1600,0.814,4.0,4,0,0.834974483021
523,523,1711 MLK Jr Way,0,0,37.875542,-122.273117,0,2025,0.783,4.0,4,0,0.794387401592
524,524,1711 Parker St,0,0,37.861371,-122.275625,0,2842,1.152,4.125,3,1,1.35708340312
525,525,1712 Dwight Way,0,0,37.862603,-122.275871,0,1320,1.111,4.05,3,2,1.26624468669
526,526,1713 Dwight Way,0,0,37.8631,-122.27612,0,2312,1.102,4.05,3,2,1.24138054498
527,527,1715 Spruce St,0,0,37.876829,-122.265142,0,3749,0.45,4.075,5,0,0.380911348715
528,528,1716 Derby St,0,0,37.859103,-122.274846,0,1726,1.229,4.15,4,1,1.52851853103
529,529,1716 Francisco St,0,0,37.874388,-122.276877,0,1979,0.965,3.9,3,1,1.0156994509
530,530,1716 University Ave,0,0,37.870904,-122.277061,0,1376,0.965,3.95,5,2,0.959467918636
531,531,1717 Blake St,0,0,37.862288,-122.275527,0,2311,1.109,4.075,3,1,1.27252432854
532,532,1717 Euclid Ave,0,0,37.877541,-122.260341,0,1800,0.378,4.025,3,0,0.319089363756
533,533,1717 MLK Jr Way,0,0,37.875338,-122.273192,0,3400,0.783,4.2,6,0,0.785341884717
534,534,1717 Oxford St,0,0,37.876582,-122.266276,0,1858,0.484,4.075,5,0,0.453398147009
535,535,1717 Ward St,0,0,37.858728,-122.274805,0,1945,1.247,4.15,4,1,1.56301210883
536,536,1718 Bancroft Way,0,0,37.866371,-122.276169,0,1548,0.995,4.125,1,2,1.02054403965
537,537,1719 Carleton St,0,0,37.860538,-122.275036,0,1218,1.167,4.1,3,1,1.4018589779
538,538,1720 Spruce St,0,0,37.876671,-122.265804,0,2450,0.468,4.075,5,0,0.420929514138
539,539,1720 Spruce Street,0,1,37.876378,-122.265515,0,3100,0.443,4.175,6,0,0.383356049358
540,540,1721 9th St,0,0,37.872269,-122.295232,0,1624,1.955,4.0,3,0,2.55871808515
541,541,1722 Hearst Ave,0,0,37.872592,-122.276636,0,2245,0.939,4.0,3,0,0.938919320112
542,542,1722 Walnut St,1,1,37.876243,-122.268158,800,2750,0.554,4.0,3,0,0.596157602693
543,543,1722 Walnut St,0,0,37.876232,-122.268051,0,2686,0.549,4.0,4,0,0.586769632396
544,544,1724 Derby St,0,0,37.859144,-122.274527,0,1365,1.215,4.125,4,1,1.51071127787
545,545,1725 Oxford St,0,0,37.87633,-122.266247,0,1194,0.471,4.15,6,0,0.439856669245
546,546,1725 Shattuck Ave,0,0,37.875594,-122.268396,0,1880,0.544,4.1,6,0,0.548160166388
547,547,1726 10th St,0,0,37.872214,-122.294717,0,1735,1.927,4.075,3,1,2.51323574168
548,548,1727 Alcatraz Ave,0,0,37.84867,-122.272904,0,2312,1.775,4.025,3,0,2.53985674794
549,549,1727 Delaware St,0,0,37.874024,-122.276731,0,2475,0.953,4.0,4,0,0.989324167894
550,550,1728 7th St,0,0,37.871409,-122.297976,0,1694,2.106,4.0,2,1,2.79613575021
551,551,1728 Berkeley Way,0,0,37.871799,-122.276209,0,1662,0.915,3.975,2,1,0.889042960604
552,552,1728 Curtis St,0,0,37.872821,-122.290169,0,2150,1.679,4.0,4,0,2.11997477738
553,553,1728 Parker St,0,0,37.860945,-122.274817,0,3500,1.139,4.125,3,1,1.35358860878
554,554,1728 Walnut St,0,0,37.876108,-122.268032,0,2700,0.543,4.1,6,0,0.581689867541
555,555,1730 Alcatraz Ave,0,0,37.848228,-122.272607,0,2065,1.797,4.075,3,0,2.57106085003
556,556,1730 Buena Ave,0,0,37.879472,-122.27805,0,1600,1.136,4.075,3,1,1.40795573888
557,557,1730 Spruce St,0,0,37.876487,-122.265771,0,2258,0.458,4.025,3,0,0.408877900033
558,558,1730 Stuart St,0,0,37.857384,-122.273924,0,2220,1.287,4.1,4,0,1.66182270021
559,559,1730 Stuart St.,0,2,37.857618,-122.275176,0,1300,1.317,4.1,4,1,1.68700411577
560,560,1730 Stuart Street,1,2,37.857507,-122.274184,900,1250,1.289,4.075,4,0,1.65896247249
561,561,1731 10th St,0,0,37.872182,-122.294019,0,2570,1.889,4.0,3,1,2.45184868286
562,562,1731 Delaware St,0,0,37.874042,-122.276584,0,2436,0.945,3.975,3,0,0.977886700916
563,563,1732 9th St,0,0,37.871715,-122.295772,0,2350,1.985,3.95,1,1,2.60346055339
564,564,1732 San Pablo Ave,0,0,37.872108,-122.293464,0,1105,1.858,3.975,3,2,2.40275591535
565,565,1733 Bancroft Way,0,0,37.866798,-122.275594,0,2690,0.955,4.1,1,2,0.953115529538
566,566,1733 Grant St,0,0,37.874496,-122.275311,0,1926,0.882,4.125,5,0,0.894633222229
567,567,1734 Alcatraz Ave,0,0,37.848322,-122.272475,0,2065,1.788,4.025,3,0,2.55644604919
568,568,1734 Blake St,0,0,37.861739,-122.274745,0,1797,1.099,4.125,3,1,1.27782963091
569,569,1734 Spruce St,0,0,37.8763,-122.265755,0,1139,0.449,4.2,6,0,0.398765317541
570,570,1735 6th St,0,0,37.871109,-122.298307,0,2436,2.124,3.975,2,2,2.82486029394
571,571,1735 Highland Pl,0,0,37.876836,-122.255771,0,2042,0.384,4.15,6,0,0.483302117696
572,572,1735 Vine St,0,0,37.879341,-122.277735,0,2630,1.116,4.1,6,0,1.37767692996
573,573,1736 Alcatraz Ave,0,0,37.848423,-122.272452,0,2065,1.781,4.025,3,0,2.5455397181
574,574,1736 Parker St,0,0,37.860927,-122.274364,0,1800,1.121,4.125,3,1,1.3332713912
575,575,1736 Stuart St,0,0,37.857413,-122.273716,0,1802,1.278,4.1,4,0,1.65143608867
576,576,1737 Virginia St,0,0,37.87594,-122.276405,0,2180,0.963,4.175,6,0,1.05595856367
577,577,1738 Buena Ave,0,0,37.879536,-122.277906,0,1600,1.131,4.05,3,0,1.40339255354
578,578,1738 Spruce St,0,0,37.876164,-122.265768,0,3444,0.444,4.0,4,0,0.393951444469
579,579,1738 Spruce Street,0,1,37.876568,-122.265799,0,1400,0.463,4.025,3,0,0.415149099695
580,580,1739 Addison St,0,0,37.87054,-122.275715,0,2146,0.895,3.95,2,2,0.842787004735
581,581,1739 Francisco St,0,0,37.875031,-122.276094,0,1354,0.931,3.975,3,0,0.982692561496
582,582,1739 Lincoln St,0,0,37.876908,-122.276451,0,2197,0.986,3.95,5,1,1.11903317687
583,583,1739 Oxford St,0,0,37.87612,-122.266234,0,1320,0.462,4.0,4,0,0.430581756336
584,584,1740 Buena Ave,0,0,37.879598,-122.277774,0,1600,1.126,4.15,5,0,1.3995820107
585,585,1741 MLK Jr Way,0,0,37.874627,-122.273014,0,1100,0.761,4.0,4,0,0.726353449162
586,586,1741 Parker St,0,0,37.861449,-122.274292,0,1922,1.094,4.1,3,1,1.28131845754
587,587,1742 Blake St,0,0,37.861885,-122.274418,0,2095,1.079,4.075,3,1,1.247821819
588,588,1742 Cedar St,0,0,37.877313,-122.276217,0,1573,0.983,4.15,6,0,1.12989399015
589,589,1742 MLK Jr Way,0,0,37.874443,-122.273557,0,2200,0.787,3.975,3,0,0.755889644092
590,590,1742 Spruce St,0,0,37.876047,-122.265655,0,2071,0.434,4.15,6,0,0.380004095736
591,591,1743 Berkeley Way,0,0,37.872421,-122.27566,0,1305,0.885,3.975,3,2,0.851181646893
592,592,1743 Delaware St,0,0,37.874046,-122.276185,0,2270,0.924,4.025,4,0,0.945254734269
593,593,1749 Oxford St,0,0,37.875968,-122.26622,0,1826,0.455,4.175,6,0,0.424160891027
594,594,1750 Walnut St,0,0,37.875699,-122.267989,0,2335,0.528,3.975,1,3,0.5473873664
595,595,1757 Oxford St,0,0,37.875832,-122.266217,0,1721,0.45,4.175,6,0,0.419721692868
596,596,1759 Berkeley Way,0,0,37.872287,-122.275579,0,1305,0.881,3.9,1,1,0.841533091836
597,597,1760 Walnut St,0,0,37.875555,-122.267971,0,1823,0.522,4.075,6,0,0.531635971073
598,598,1765 Oxford St,0,0,37.87576,-122.26607,0,1782,0.44,4.175,6,0,0.405200213687
599,599,1770 La Loma Ave,0,0,37.876627,-122.257207,0,406,0.336,4.1,6,0,0.433458128438
600,600,1771 Highland Pl,0,0,37.876602,-122.25547,0,2162,0.379,4.15,6,0,0.45263930544
601,601,1773 Oxford St,0,0,37.875563,-122.266205,0,2875,0.439,4.075,5,0,0.41191499948
602,602,1783 Spruce St,0,0,37.875476,-122.265276,0,2360,0.393,4.125,5,0,0.330073347616
603,603,1785 Spruce St,0,0,37.875504,-122.264937,0,2030,0.38,4.0,4,0,0.301780671979
604,604,1786 Spruce St,0,0,37.875335,-122.265786,0,2320,0.411,4.0,4,0,0.371362187344
605,605,1786 Spruce St.,0,1,37.875865,-122.265823,0,2595,0.433,4.175,6,0,0.387479648036
606,606,1786 Spruce St.,0,1,37.875582,-122.265794,0,2195,0.421,4.0,4,0,0.377020231721
607,607,1793 Oxford St,0,0,37.87517,-122.266155,0,2614,0.422,4.15,5,0,0.401402349175
608,608,1793 Spruce St,0,0,37.875387,-122.26481,0,2284,0.369,4.175,6,0,0.287994751102
609,609,1795 Spruce St,0,0,37.875296,-122.264793,0,2284,0.365,4.125,5,0,0.284597729973
610,610,1797 shattuck,1,2,37.87526,-122.268459,668,1742,0.537,4.1,5,0,0.515874742195
611,611,1797 Shattuck Ave,1,2,37.874846,-122.269088,668,1742,0.559,4.15,5,0,0.500212222835
612,612,1797 Spruce St,0,0,37.8752,-122.26479,0,2284,0.361,4.2,6,0,0.282671680589
613,613,1798 Walnut St,0,0,37.875114,-122.267804,0,2050,0.501,4.15,5,0,0.480449691831
614,614,1799 Euclid Ave,0,0,37.876309,-122.260062,0,1677,0.292,4.15,6,0,0.211160891346
615,615,1799 Spruce St,0,0,37.875096,-122.264774,0,2284,0.356,4.15,5,0,0.279914608812
616,616,1800 Spruce,1,1,37.87566,-122.265831,675,2595,0.425,4.0,3,0,0.382144131864
617,617,1800 Spruce St,0,0,37.875026,-122.265749,0,2695,0.398,4.0,3,0,0.364702291241
618,618,1801 Rose St,0,0,37.881368,-122.276183,0,1726,1.115,4.075,4,0,1.45193058438
619,619,1804 62nd St,0,0,37.846844,-122.270803,0,1865,1.849,4.125,4,0,2.64317220924
620,620,1805 Dwight Way,0,0,37.863329,-122.274014,0,1200,0.999,4.025,2,2,1.0985518379
621,621,1806 Bonita Ave,0,0,37.873986,-122.272471,0,1700,0.723,4.0,4,0,0.647946536236
622,622,1806 Walnut St,0,0,37.874749,-122.267854,0,1785,0.493,3.975,3,0,0.443438442532
623,623,1806 West St,0,0,37.872059,-122.28693,0,1710,1.501,3.95,3,2,1.82969825252
624,624,1807 Addison St,0,0,37.870607,-122.274824,0,3625,0.846,3.975,1,2,0.76425175375
625,625,1808 Addison St,0,0,37.870085,-122.274638,0,1421,0.841,3.925,4,2,0.753580439852
626,626,1808 Prince St,0,0,37.852249,-122.272332,0,1700,1.539,4.025,3,0,2.15550385214
627,627,1809 Blake St,0,0,37.862532,-122.273609,0,1909,1.017,4.05,2,2,1.14804772672
628,628,1809 Oregon St,0,0,37.857198,-122.27246,0,2750,1.25,4.075,4,0,1.63260642718
629,629,1809 Spruce St,0,0,37.874921,-122.264839,0,2284,0.352,4.1,5,0,0.284391643135
630,630,1810 9th St,0,0,37.870759,-122.295435,0,1218,1.968,3.925,1,2,2.57281530948
631,631,1810 Berkeley Way,0,0,37.871982,-122.274688,0,1560,0.832,4.0,3,1,0.758942044783
632,632,1810 Bonita Ave,0,0,37.873846,-122.272456,0,2501,0.72,3.95,2,2,0.638961927993
633,633,1810 West St,0,0,37.871929,-122.287098,0,1710,1.511,4.0,3,1,1.84355358633
634,634,1811 Addison St,0,0,37.870628,-122.274655,0,1950,0.836,3.975,1,2,0.749305218207
635,635,1811 Oregon St,0,0,37.857281,-122.272288,0,2750,1.24,4.075,4,0,1.61882433348
636,636,1812 Delaware St,0,0,37.87373,-122.274921,0,1780,0.852,3.975,3,0,0.829082087554
637,637,1812 Francisco St,0,0,37.874622,-122.275046,0,2664,0.869,4.0,4,0,0.880061884116
638,638,1815 Addison St,0,0,37.870649,-122.274482,0,2088,0.827,3.9,4,3,0.734011029611
639,639,1815 Delaware St,0,0,37.87427,-122.274863,0,2030,0.855,4.025,4,0,0.848302695351
640,640,1815 Derby St,0,0,37.859889,-122.272716,0,1958,1.111,4.075,3,1,1.36435179656
641,641,1815 Spruce St,0,0,37.875283,-122.265123,0,2733,0.379,4.125,5,0,0.312942264743
642,642,1816 Carleton St,0,0,37.860212,-122.272855,0,1521,1.099,4.075,3,1,1.33723623962
643,643,1816 Carleton Street,0,1,37.860475,-122.273786,0,1800,1.121,4.075,3,1,1.34982353529
644,644,1816 Fairview St,0,0,37.850251,-122.272004,0,1497,1.656,4.025,3,0,2.34763613903
645,645,1816 Woolsey St,0,0,37.85115,-122.272106,0,1650,1.602,4.0,3,0,2.26503596378
646,646,1817 7th St,0,0,37.870144,-122.296897,0,1750,2.051,3.925,4,2,2.70273173738
647,647,1817 Delaware St,0,0,37.874286,-122.274724,0,2200,0.847,3.925,1,1,0.83806755412
648,648,1817 Oxford St,0,0,37.87493,-122.266125,0,1821,0.413,4.175,5,0,0.397288365079
649,649,1817 Oxford St.,0,1,37.875243,-122.266946,0,800,0.462,3.975,4,0,0.471299591104
650,650,1817 Prince St,0,0,37.852556,-122.272175,0,2182,1.517,4.025,3,0,2.11898771019
651,651,1818 Alcatraz Ave,0,0,37.848697,-122.270697,0,1117,1.727,4.025,3,0,2.45066038245
652,652,1818 Walnut St,0,0,37.874644,-122.267787,0,2180,0.487,3.975,3,1,0.430457294631
653,653,1819 9th St,0,0,37.87053,-122.294712,0,1200,1.93,3.925,4,2,2.50974410162
654,654,1819 Addison St,0,0,37.870611,-122.274306,0,2150,0.818,3.975,1,2,0.718822878871
655,655,1819 Francisco St,0,0,37.875216,-122.274695,0,1822,0.86,3.95,3,2,0.885899031975
656,656,1820 Berkeley Way,0,0,37.872034,-122.27439,0,2200,0.816,4.075,3,1,0.733942511525
657,657,1820 Hearst Ave,0,0,37.872891,-122.274387,0,2000,0.817,4.0,4,0,0.754509435243
658,658,1820 Spruce St,0,0,37.874822,-122.265723,0,1771,0.39,3.975,3,0,0.361908390832
659,659,1820 West St,0,0,37.871923,-122.286887,0,1710,1.499,3.925,4,3,1.82501941811
660,660,1821 Fairview St,0,0,37.850756,-122.271877,0,2005,1.621,4.025,3,0,2.29311104451
661,661,1822 Francisco St,0,0,37.874686,-122.274539,0,2243,0.843,4.1,5,0,0.844164337025
662,662,1822 Virginia St,0,0,37.875661,-122.274634,0,1850,0.865,4.0,3,0,0.90865587041
663,663,1823 Blake St,0,0,37.862598,-122.273102,0,2200,0.993,4.05,1,2,1.11704110032
664,664,1823 University Ave,0,0,37.871625,-122.274273,0,1643,0.81,4.0,3,1,0.717981686365
665,665,1824 Monterey Ave,0,0,37.887335,-122.277149,0,1218,1.427,3.925,3,0,1.94715783404
666,666,1824 Rose St,0,0,37.881191,-122.274944,0,1094,1.053,4.175,0,2,1.36734618757
667,667,1824 Ward St,0,0,37.858528,-122.272161,0,2075,1.165,4.1,4,0,1.48478811666
668,668,1826 Alcatraz Ave,0,1,37.848932,-122.271317,0,1795,1.724,4.025,3,0,2.45021451483
669,669,1827 Spruce St,0,0,37.874902,-122.26543,0,2284,0.379,3.975,3,0,0.336219799486
670,670,1829 Ashby Ave,0,0,37.854418,-122.271781,0,1582,1.393,4.05,3,0,1.90990433076
671,671,1829 Spruce St,0,0,37.875124,-122.264889,0,2284,0.362,4.175,6,0,0.290274857073
672,672,1829 Spruce St.,1,2,37.874938,-122.264936,645,1500,0.357,4.15,5,0,0.292961727649
673,673,1830 Alcatraz Ave,0,0,37.848609,-122.270359,0,2200,1.726,4.0,3,0,2.44744679175
674,674,1830 Parker St,0,0,37.861137,-122.272751,0,2975,1.049,4.1,2,2,1.24143926755
675,675,1831 Delaware St,0,0,37.874362,-122.274129,0,2204,0.816,4.125,5,0,0.795321150072
676,676,1832 Alcatraz Ave,0,0,37.848786,-122.270411,0,2200,1.716,4.0,3,0,2.43130407311
677,677,1832 Delaware St,0,0,37.873823,-122.274094,0,1600,0.808,3.975,3,2,0.766158532112
678,678,1833 63rd at Dover,1,2,37.848239,-122.270064,650,1300,1.745,4.0,4,0,2.47498359017
679,679,1833 63rd at Dover,1,2,37.848223,-122.269914,650,1300,1.743,4.0,4,0,2.47154045801
680,680,1833 63rd at Dover,1,2,37.84829,-122.270021,650,1300,1.741,4.0,4,0,2.46828994118
681,681,1833 63rd at Dover,1,2,37.848256,-122.26985,650,1300,1.74,4.0,4,0,2.4659975739
682,682,1833 63rd St at Dover,1,2,37.848307,-122.26985,650,1300,1.737,4.0,4,0,2.46075654632
683,683,1835 Delaware St,0,0,37.874333,-122.273925,0,1761,0.805,4.0,4,0,0.778016386884
684,684,1835 University Ave,0,0,37.871775,-122.274104,0,1643,0.8,4.0,3,1,0.705057140755
685,685,1836 Francisco St,0,0,37.874765,-122.273926,0,1929,0.811,4.0,4,0,0.802094777975
686,686,1836 Hearst Ave,0,0,37.872981,-122.273698,0,1950,0.78,4.025,4,0,0.699702080263
687,687,1840 63rd St,0,0,37.847895,-122.269425,0,3050,1.756,4.0,4,0,2.48933663147
688,688,1842 63rd St,0,0,37.847905,-122.2693,0,3050,1.753,4.0,4,0,2.48432827621
689,689,1846 Spruce St,0,0,37.874687,-122.265709,0,1589,0.385,4.125,5,0,0.361121998916
690,690,1849 Shattuck,0,1,37.874108,-122.268305,0,1975,0.502,3.975,3,1,0.394712016552
691,691,1850 Arch St,0,0,37.875306,-122.264369,0,2268,0.347,4.1,5,0,0.248251234535
692,692,1856 Spruce St,0,1,37.8784,-122.2655,0,2595,0.545,4.1,5,0,0.522566028507
693,693,1856 Spruce St,0,0,37.874546,-122.265693,0,1939,0.38,4.125,5,0,0.360850349962
694,694,1859 Alcatraz Ave,0,0,37.849193,-122.26996,0,1005,1.681,3.975,4,0,2.37388173079
695,695,1862 Arch St,0,0,37.875098,-122.264346,0,1953,0.337,3.975,4,0,0.242570409878
696,696,1865 Euclid Ave,0,0,37.875342,-122.259973,0,1768,0.225,4.15,5,0,0.153050097309
697,697,1865 Euclid Avenue,0,1,37.875025,-122.26078,0,2200,0.214,4.1,5,0,0.0746638295084
698,698,1876 Arch St,0,0,37.874948,-122.264226,0,1649,0.326,4.2,6,0,0.230719911429
699,699,1893 Alcatraz Ave.,1,1,37.849087,-122.26927,600,1750,1.676,4.0,3,1,2.36114620568
700,700,1896 Alcatraz Ave,0,0,37.848763,-122.269334,0,1031,1.698,4.0,3,1,2.39665322365
701,701,1898 Alcatraz Ave,0,0,37.848778,-122.269203,0,975,1.695,4.0,3,1,2.39082061911
702,702,1900 University Ave,0,0,37.871322,-122.272801,0,1948,0.731,3.975,2,2,0.586463061656
703,703,1902 Henry St,0,0,37.873469,-122.269878,0,2132,0.577,4.0,4,0,0.428303350794
704,704,1903 Virginia St,0,0,37.876279,-122.273186,0,2042,0.803,4.15,6,0,0.853257179558
705,705,1904 Sacramento St,0,0,37.871553,-122.282479,0,1695,1.259,3.95,4,1,1.43642518043
706,706,1904 University Ave,0,0,37.871454,-122.272746,0,1948,0.727,3.95,3,2,0.582729455456
707,707,1905 Curtis St,0,0,37.87065,-122.289374,0,1675,1.638,3.9,3,2,2.04088358743
708,708,1905 Delaware St,0,0,37.874424,-122.272967,0,787,0.755,4.0,4,0,0.710574986114
709,709,1905 Henry St,0,0,37.873548,-122.269526,0,2114,0.559,4.0,4,0,0.411074560948
710,710,1906 Bonita Ave,0,0,37.873136,-122.272385,0,2487,0.71,4.0,2,2,0.598032253508
711,711,1907 Center St,0,0,37.870027,-122.272269,0,1373,0.714,3.9,1,1,0.549441261506
712,712,1907 Haste St,0,0,37.864572,-122.271854,0,1833,0.853,4.05,1,2,0.87378651748
713,713,1908 California St,0,0,37.871902,-122.280163,0,1624,1.131,3.925,4,3,1.23583425686
714,714,1908 Grant St,0,0,37.872601,-122.275573,0,1305,0.881,3.975,3,2,0.847653435366
715,715,1909 Dwight Way,0,0,37.863687,-122.271612,0,2400,0.882,4.075,1,2,0.945022872617
716,716,1910 9th St,0,0,37.869493,-122.295052,0,1790,1.954,3.975,1,2,2.54459923881
717,717,1910 Berryman St,0,0,37.883096,-122.273531,0,2080,1.08,4.025,4,0,1.39216904029
718,718,1910 Berryman Street,1,2,37.883308,-122.274163,760,1247,1.115,4.05,3,0,1.4495664054
719,719,1910 Francisco St,0,0,37.874912,-122.272765,0,1624,0.752,4.0,3,2,0.726795444046
720,720,1910 Oxford Street,1,2,37.874125,-122.26678,898,1964,0.423,3.975,3,1,0.352124552443
721,721,1911 Ashby Ave,0,0,37.854575,-122.270771,0,1800,1.358,4.05,4,0,1.8717723585
722,722,1912 Addison St,0,0,37.870407,-122.272144,0,1025,0.703,3.95,5,2,0.531802705526
723,723,1912 Milvia St,0,0,37.872898,-122.27128,0,1798,0.648,4.0,4,0,0.498683630869
724,724,1913 Berkeley Way,0,0,37.872752,-122.272491,0,2775,0.713,4.0,4,0,0.591169393059
725,725,1913 Berryman St,0,0,37.883606,-122.273677,0,3350,1.11,4.0,2,0,1.43958699558
726,726,1914 Channing Way,0,0,37.865003,-122.271416,0,1824,0.816,4.1,2,2,0.812461348119
727,727,1914 Haste St,0,0,37.864078,-122.271491,0,1543,0.859,4.075,1,2,0.902273340965
728,728,1914 Stuart St,0,0,37.857755,-122.270685,0,3100,1.164,4.05,3,0,1.52648451757
729,729,1915 Addison St,0,0,37.870943,-122.272223,0,1394,0.702,3.95,4,1,0.534662355904
730,730,1915 Berryman St,0,0,37.883627,-122.273441,0,2228,1.102,4.05,3,0,1.42599571481
731,731,1915 Haste St,0,0,37.864613,-122.271555,0,2228,0.839,4.1,1,2,0.855172313481
732,732,1916 Haste St,0,0,37.864101,-122.271298,0,1400,0.85,4.075,1,2,0.891352337688
733,733,1917 6th St,0,0,37.868853,-122.297596,0,1370,2.096,3.95,0,0,2.7727573861
734,734,1917 6th street at University Ave,1,2,37.869097,-122.298315,700,1050,2.134,3.975,2,2,2.83349642098
735,735,1917 Delaware St,0,0,37.87457,-122.272508,0,1668,0.733,4.0,4,0,0.686160674035
736,736,1918 Channing Way,0,0,37.865028,-122.271242,0,2108,0.808,4.1,2,2,0.801531749286
737,737,1918 Harmon St,0,0,37.849669,-122.268922,0,1523,1.631,4.0,3,1,2.28966734701
738,738,1919 Curtis St,0,0,37.870094,-122.289308,0,1707,1.637,3.975,1,2,2.03722057738
739,739,1919 Dwight Way,0,0,37.863707,-122.271453,0,2002,0.874,4.075,1,2,0.936065333421
740,740,1919 Haste St,0,0,37.864637,-122.27138,0,2888,0.83,4.1,1,2,0.844477161185
741,741,1920 Blake St,0,0,37.86231,-122.270799,0,1979,0.917,4.075,1,2,1.04982185873
742,742,1920 Francisco St,0,0,37.875108,-122.272526,0,2044,0.743,4.0,4,0,0.723658567884
743,743,1920 Grant St,0,0,37.871887,-122.275602,0,2754,0.882,4.025,3,1,0.837127215832
744,744,1920 Haste St,0,0,37.864125,-122.271117,0,1912,0.842,4.075,1,2,0.881055647112
745,745,1921 Delaware St,0,0,37.874592,-122.272336,0,2267,0.724,4.0,4,0,0.675344975129
746,746,1921 Dwight Way,0,0,37.863694,-122.271309,0,1370,0.869,4.075,1,2,0.931083105692
747,747,1921 Francisco St,0,0,37.875514,-122.27236,0,1897,0.743,4.0,4,0,0.742182330667
748,748,1921 Haste St,0,0,37.864462,-122.271175,0,3420,0.829,4.1,1,2,0.851361259618
749,749,1922 Grant St,0,0,37.8718,-122.275381,0,1189,0.87,4.0,3,1,0.816751819855
750,750,1922 Virginia St,0,0,37.875894,-122.272344,0,1934,0.751,4.175,6,0,0.770404025368
751,751,1924 Haste St,0,0,37.864148,-122.270946,0,1887,0.834,4.075,1,2,0.871458146417
752,752,1925 10th St,0,0,37.869367,-122.293196,0,1169,1.854,4.05,1,2,2.38304601496
753,753,1925 Delaware St,0,0,37.874613,-122.272162,0,2479,0.715,3.975,3,0,0.66449830707
754,754,1927 Dwight Way,1,2,37.863406,-122.271896,782,1247,0.906,4.075,1,2,0.984634691767
755,755,1927 Dwight Way,0,0,37.863453,-122.271485,0,2236,0.887,4.075,1,2,0.9620220783
756,756,1927 Stuart St,0,0,37.858362,-122.270256,0,1523,1.116,4.025,2,0,1.45158288386
